20gb,10gb,5gb,5gb,batch_size,microbatch_size,num_microbatches,max_new_tokens,peak_rank0_40gb_mb,peak_rank1_20gb_mb,peak_rank2_10gb_mb,peak_rank3_10gb_mb,avg_rank0_40gb_mb,avg_rank1_20gb_mb,avg_rank2_10gb_mb,avg_rank3_10gb_mb,total_latency_ms,status
23,9,5,3,16,2,8,512,20484,8015,4494,3074,15532,6328,3581,2529,291625.59375,ok
23,10,4,3,8,4,2,512,23488,10207,4182,3504,12795,5665,2620,2317,78242.2890625,ok
23,10,4,3,8,2,4,512,17540,7599,3110,2874,13381,6154,2588,2292,144024.765625,ok
23,10,4,3,16,8,2,512,38894,19819,9596,8830,17452,8422,3806,3505,90704.3359375,ok
23,10,4,3,16,4,4,512,32320,13987,5658,4596,16211,7386,3080,2659,154409.46875,ok
23,10,4,3,16,2,8,512,20484,8887,3630,3074,15517,6984,2910,2531,287009.6875,ok
23,10,5,2,8,4,2,512,23488,10207,5174,2512,12825,6155,3228,1712,78318.953125,ok
23,10,5,2,8,2,4,512,17540,7599,3846,2266,13250,6157,3196,1694,144149.34375,ok
23,10,5,2,16,8,2,512,38894,19819,9328,6218,17433,8471,4282,2540,90464.4140625,ok
23,10,5,2,16,4,4,512,32320,13987,7034,3220,16203,7375,3796,1930,154661.734375,ok
23,10,5,2,16,2,8,512,20484,8887,4494,2266,15499,6960,3571,1849,286554.375,ok
24,6,5,5,8,4,2,512,24480,6239,5174,5488,13358,3893,3230,3522,82466.8515625,ok
24,6,5,5,8,2,4,512,18276,4655,3846,4162,13852,3870,3207,3508,152438.046875,ok
24,6,5,5,16,8,2,512,40008,16423,9328,9644,17992,6164,4290,4619,95376.9921875,ok
24,6,5,5,16,4,4,512,33696,8483,7034,7348,16926,4614,3821,4119,163257.28125,ok
24,6,5,5,16,2,8,512,21348,5423,4494,4810,16183,4326,3586,3891,302488.90625,ok
24,7,5,4,8,4,2,512,24480,7231,5174,4496,13352,4454,3215,2915,80875.4453125,ok
24,7,5,4,8,2,4,512,18276,5391,3846,3482,13874,4464,3204,2916,149132.59375,ok
24,7,5,4,16,8,2,512,40008,19035,9328,9198,17939,7136,4295,3949,93489.59375,ok
24,7,5,4,16,4,4,512,33696,9859,7034,5972,16842,5306,3808,3387,159978.328125,ok
24,7,5,4,16,2,8,512,21348,6295,4486,3946,16147,4995,3575,3214,294648.40625,ok
24,8,4,4,8,4,2,512,24480,8223,4182,4496,13329,5047,2634,2930,79156.1171875,ok
24,8,4,4,8,2,4,512,18276,6127,3110,3482,13789,5012,2596,2896,145849.78125,ok
24,8,4,4,16,8,2,512,40008,18677,9596,9198,17886,7238,3805,3905,91902.21875,ok
24,8,4,4,16,4,4,512,33696,11235,5658,5972,16790,5976,3082,3383,156241.703125,ok
24,8,4,4,16,2,8,512,21348,7159,3630,3946,16114,5646,2904,3206,288831.9375,ok
24,8,5,3,8,4,2,512,24480,8223,5174,3504,13275,4997,3221,2308,79105.2734375,ok
24,8,5,3,8,2,4,512,18276,6127,3846,2874,13785,5024,3199,2302,146205.15625,ok
24,8,5,3,16,8,2,512,40008,18677,9328,8830,17840,7249,4250,3487,91749.6171875,ok
24,8,5,3,16,4,4,512,33696,11235,7034,4596,16814,5985,3789,2653,156173.796875,ok
24,8,5,3,16,2,8,512,21348,7159,4486,3074,16125,5659,3574,2527,290067.5625,ok
24,9,4,3,8,4,2,512,24480,9215,4182,3504,13151,5553,2607,2304,78151.6796875,ok
24,9,4,3,8,2,4,512,18276,6863,3110,2874,13751,5579,2593,2297,142657.84375,ok
24,9,4,3,16,8,2,512,40082,19375,9596,8830,17731,7770,3771,3479,89696.3984375,ok
24,9,4,3,16,4,4,512,33696,12611,5658,4596,16728,6678,3076,2656,152982.15625,ok
24,9,4,3,16,2,8,512,21348,8015,3630,3074,16080,6286,2896,2519,283636.8125,ok
24,9,5,2,8,4,2,512,24480,9215,5174,2512,13213,5570,3213,1704,77381.8046875,ok
24,9,5,2,8,2,4,512,18276,6863,3846,2266,13742,5573,3186,1689,142576.828125,ok
24,9,5,2,16,8,2,512,40008,19375,9328,6218,17740,7810,4263,2535,89698.09375,ok
24,9,5,2,16,4,4,512,33696,12611,7034,3220,16757,6691,3801,1932,153100.515625,ok
24,9,5,2,16,2,8,512,21348,8015,4486,2266,16074,6299,3566,1849,282392.25,ok
24,10,3,3,8,4,2,512,24480,10207,3190,3504,13192,6118,2015,2313,75558.1015625,ok
24,10,3,3,8,2,4,512,18276,7599,2374,2874,13696,6143,1991,2298,138891.375,ok
24,10,3,3,16,8,2,512,40008,19819,8514,8830,17601,8342,3163,3464,87359.3125,ok
24,10,3,3,16,4,4,512,33696,13987,4282,4596,16656,7344,2346,2647,149425.203125,ok
24,10,3,3,16,2,8,512,21348,8887,2758,3074,16040,6940,2210,2516,276589.5625,ok
24,10,4,2,8,4,2,512,24480,10207,4182,2512,13177,6074,2601,1695,75621.296875,ok
24,10,4,2,8,2,4,512,18276,7599,3110,2266,13713,6133,2590,1688,139370.640625,ok
24,10,4,2,16,8,2,512,40008,19819,9596,6218,17651,8385,3770,2517,87640.3125,ok
24,10,4,2,16,4,4,512,33696,13987,5658,3220,16726,7336,3065,1924,149379.375,ok
24,10,4,2,16,2,8,512,21348,8887,3630,2266,16043,6950,2898,1848,277364.1875,ok
24,10,5,1,8,4,2,512,24480,10207,5174,1658,13174,6076,3208,1082,75783.7109375,ok
24,10,5,1,8,2,4,512,18276,7599,3846,1658,13706,6139,3187,1079,139504.96875,ok
24,10,5,1,16,8,2,512,40008,19819,9328,3544,17586,8388,4224,1515,87503.6796875,ok
24,10,5,1,16,4,4,512,33696,13987,7034,1904,16682,7324,3775,1203,149481.25,ok
24,10,5,1,16,2,8,512,21348,8887,4494,1658,16037,6944,3562,1157,276974.59375,ok
20,10,5,5,32,16,2,512,40184,19943,9680,9724,19890,10111,5206,5273,127256.3203125,ok
20,10,5,5,32,8,4,512,38440,19219,9718,9656,20356,10467,5182,5480,196596.046875,ok
20,10,5,5,32,4,8,512,37672,17883,9010,9324,19236,9736,4971,5285,336432.3125,ok
20,10,5,5,32,2,16,512,23012,11447,5774,6090,16734,8413,4281,4591,622342.3125,ok
20,10,5,5,64,32,2,512,40164,19933,9700,9720,24320,12138,6138,6442,194263.140625,ok
20,10,5,5,64,16,4,512,40134,19901,9662,9722,24570,12522,6201,6670,255168.15625,ok
20,10,5,5,64,8,8,512,38842,19457,9688,9722,24660,12660,6337,6589,392655.875,ok
20,10,5,5,64,4,16,512,38386,19711,9648,9084,24128,12153,6262,6310,671735.875,ok
20,10,5,5,64,2,32,512,33252,16587,8354,8670,21983,11001,5575,5886,,hang
21,9,5,5,32,16,2,512,39690,19897,9680,9680,19749,9952,5177,5219,125949.5625,ok
21,9,5,5,32,8,4,512,40042,19529,9718,9656,20575,9980,5154,5439,194717.96875,ok
21,9,5,5,32,4,8,512,37608,19603,9010,9324,20105,9016,4957,5267,333509.78125,ok
21,9,5,5,32,2,16,512,24132,10327,5774,6090,17503,7592,4273,4582,618392.0625,ok
21,9,5,5,64,32,2,512,40178,19893,9710,9714,24749,11891,6099,6418,192920.125,ok
21,9,5,5,64,16,4,512,40174,19201,9714,9698,25241,11674,6148,6614,253175.59375,ok
21,9,5,5,64,8,8,512,40086,19955,9688,9716,26193,11734,6302,6556,389961.90625,ok
21,9,5,5,64,4,16,512,39602,18033,9648,9084,24567,11265,6254,6295,665170.4375,ok
21,9,5,5,64,2,32,512,34884,14955,8354,8670,23013,9926,5568,5883,,hang
21,10,5,4,32,16,2,512,39426,19943,9680,9642,19619,10025,5158,4866,123359.578125,ok
21,10,5,4,32,8,4,512,40042,19219,9638,9726,20557,10412,5164,4965,190862.3125,ok
21,10,5,4,32,4,8,512,37608,17883,9010,9124,20063,9695,4953,4404,326771.84375,ok
21,10,5,4,32,2,16,512,24132,11447,5774,4970,17480,8399,4273,3770,604856.125,ok
21,10,5,4,64,32,2,512,40178,19941,9710,9700,24725,12079,6092,5794,188903.515625,ok
21,10,5,4,64,16,4,512,40174,19901,9704,9718,25087,12441,6238,5686,247907.421875,ok
21,10,5,4,64,8,8,512,40164,19457,9690,9650,26187,12584,6305,5931,381620.59375,ok
21,10,5,4,64,4,16,512,39602,19161,9648,9360,24561,12122,6248,5713,650178.125,ok
21,10,5,4,64,2,32,512,34884,16587,8354,7038,22985,10987,5568,4807,1202274.125,ok
22,8,5,5,32,16,2,512,39388,19939,9680,9692,20313,9305,5142,5206,125007.515625,ok
22,8,5,5,32,8,4,512,37948,19489,9718,9656,21317,9446,5148,5443,192835.640625,ok
22,8,5,5,32,4,8,512,39368,17459,9010,9324,20989,8031,4943,5257,329806.9375,ok
22,8,5,5,32,2,16,512,25252,9207,5774,6090,18241,6773,4268,4577,610001.3125,ok
22,8,5,5,64,32,2,512,40150,19941,9698,9714,24808,11043,6083,6407,190913.25,ok
22,8,5,5,64,16,4,512,40004,19843,9716,9722,25150,11129,6257,6611,251324.328125,ok
22,8,5,5,64,8,8,512,39998,19961,9690,9716,25818,10882,6290,6537,385387.9375,ok
22,8,5,5,64,4,16,512,39984,18077,9728,9512,26101,10461,6233,6283,657094.5,ok
22,8,5,5,64,2,32,512,36516,13323,8354,8670,24017,8851,5567,5878,1212041.875,ok
22,9,5,4,32,16,2,512,39428,19897,9680,9720,20211,9853,5129,4921,122392.7109375,ok
22,9,5,4,32,8,4,512,37864,19529,9718,9306,21161,9923,5116,4916,188645.90625,ok
22,9,5,4,32,4,8,512,39368,19603,9010,9124,20916,8949,4921,4377,322738.09375,ok
22,9,5,4,32,2,16,512,25252,10327,5774,4970,18230,7571,4263,3762,598078.625,ok
22,9,5,4,64,32,2,512,40130,19919,9710,9700,24599,11755,6054,5740,187084.265625,ok
22,9,5,4,64,16,4,512,40004,19917,9704,9718,25045,11597,6206,5689,246013.15625,ok
22,9,5,4,64,8,8,512,39458,19955,9688,9650,25763,11649,6262,5907,377516.4375,ok
22,9,5,4,64,4,16,512,39912,18913,9648,9354,26095,11213,6226,5688,644541.625,ok
22,9,5,4,64,2,32,512,36516,14955,8354,7038,24017,9900,5557,4798,,hang
22,10,4,4,32,16,2,512,39388,19943,9642,9696,16371,8779,3807,4109,120021.7890625,ok
22,10,4,4,32,8,4,512,40106,19219,8856,9306,21147,10284,4480,4915,185097.28125,ok
22,10,4,4,32,4,8,512,39368,19659,8810,9124,20914,9665,4083,4388,316369.0625,ok
22,10,4,4,32,2,16,512,25252,11447,4654,4970,18210,8369,3452,3763,586720.75,ok
22,10,4,4,64,32,2,512,40130,19939,9696,9718,24637,11943,5616,5738,183845.953125,ok
22,10,4,4,64,16,4,512,40004,19955,9622,9718,24986,12351,5460,5656,241184.546875,ok
22,10,4,4,64,8,8,512,39458,19457,9464,9650,25673,12495,5807,5885,369849.0625,ok
22,10,4,4,64,4,16,512,39912,19561,9040,9354,26032,12076,5337,5686,631029.5625,ok
22,10,4,4,64,2,32,512,36516,16587,6722,7038,23998,10964,4485,4798,1171686.125,ok
22,10,5,3,32,16,2,512,39388,19943,9680,9606,20069,9951,5131,4298,120254.046875,ok
22,10,5,3,32,8,4,512,37864,19219,9638,9602,21116,10270,5093,4359,185448.515625,ok
22,10,5,3,32,4,8,512,39368,17883,9202,6980,20907,9637,4925,3412,317234.25,ok
22,10,5,3,32,2,16,512,25252,11447,5774,3850,18179,8374,4261,2946,586685.9375,ok
22,10,5,3,64,32,2,512,40130,19875,9710,9666,24525,11933,6018,5119,184281.390625,ok
22,10,5,3,64,16,4,512,40004,19901,9662,9714,24958,12347,6135,5122,241626.3125,ok
22,10,5,3,64,8,8,512,39458,19711,9690,9716,25695,12502,6263,5175,370267.5,ok
22,10,5,3,64,4,16,512,39912,19161,9648,9280,26032,12061,6219,4723,632128.4375,ok
22,10,5,3,64,2,32,512,36516,16587,8354,5406,23987,10958,5554,3727,,hang
23,7,5,5,32,16,2,512,40078,19849,9680,9692,20739,8573,5119,5194,125121.796875,ok
23,7,5,5,32,8,4,512,38900,19573,9718,9656,21038,8919,5126,5417,191442.015625,ok
23,7,5,5,32,4,8,512,38356,15315,9010,9324,20257,7018,4913,5222,327594.96875,ok
23,7,5,5,32,2,16,512,26372,8087,5774,6090,19017,5959,4263,4573,609950.125,ok
23,7,5,5,64,32,2,512,40142,19771,9698,9714,25113,10658,6061,6390,190565.25,ok
23,7,5,5,64,16,4,512,40162,19481,9704,9698,26274,10574,6213,6597,250402.828125,ok
23,7,5,5,64,8,8,512,39050,19339,9688,9718,27059,10415,6267,6525,383335.03125,ok
23,7,5,5,64,4,16,512,39378,15737,9648,9332,26773,9101,6224,6277,652738.9375,ok
23,7,5,5,64,2,32,512,38148,11691,8354,8670,25044,7755,5552,5863,,hang
23,8,5,4,32,16,2,512,39648,19347,9680,9642,20696,9155,5052,4786,121474.390625,ok
23,8,5,4,32,8,4,512,39460,19489,9718,9306,21022,9378,5119,4906,187596.578125,ok
23,8,5,4,32,4,8,512,33010,17459,9010,9124,20271,7997,4919,4380,320602.15625,ok
23,8,5,4,32,2,16,512,26372,9207,5774,4970,18946,6756,4256,3756,592480.75,ok
23,8,5,4,64,32,2,512,40142,19941,9710,9700,24942,10961,6010,5718,186140.25,ok
23,8,5,4,64,16,4,512,40190,19377,9676,9718,26241,10993,6131,5642,245055.203125,ok
23,8,5,4,64,8,8,512,39580,19961,9688,9708,26994,10823,6262,5892,375501.1875,ok
23,8,5,4,64,4,16,512,39378,18747,9670,9354,26761,10433,6220,5685,639757.75,ok
23,8,5,4,64,2,32,512,38148,13323,8354,7038,25044,8833,5556,4797,,hang
23,9,4,4,32,16,2,512,39648,19897,9394,9720,20594,9666,4391,4824,118834.71875,ok
23,9,4,4,32,8,4,512,38900,19945,9624,9306,20904,9843,4473,4890,183280.125,ok
23,9,4,4,32,4,8,512,37564,19603,8810,9124,20210,8916,4061,4365,313730.40625,ok
23,9,4,4,32,2,16,512,26372,10327,4654,4970,18943,7552,3442,3753,581065.625,ok
23,9,4,4,64,32,2,512,40176,19893,9696,9700,25091,11724,5586,5703,182715.578125,ok
23,9,4,4,64,16,4,512,40162,19201,9550,9718,26151,11497,5415,5626,239914.03125,ok
23,9,4,4,64,8,8,512,39050,19955,9464,9650,26923,11603,5789,5889,367589.25,ok
23,9,4,4,64,4,16,512,39378,18033,9348,9354,26699,11171,5327,5673,625794.0,ok
23,9,4,4,64,2,32,512,38148,14955,6722,7038,24992,9883,4475,4788,1161787.125,ok
23,9,5,3,32,16,2,512,39648,19897,9680,9606,20496,9718,5058,4246,119664.59375,ok
23,9,5,3,32,8,4,512,38900,19529,9726,9602,20889,9846,5084,4350,183686.46875,ok
23,9,5,3,32,4,8,512,35972,19603,9250,6980,20228,8927,4914,3407,314085.375,ok
23,9,5,3,32,2,16,512,26372,10327,5774,3850,18944,7553,4253,2942,580596.0625,ok
23,9,5,3,64,32,2,512,40142,19893,9710,9666,24796,11675,5996,5087,182882.578125,ok
23,9,5,3,64,16,4,512,40180,19341,9706,9714,26162,11513,6118,5078,240122.578125,ok
23,9,5,3,64,8,8,512,39050,19955,9688,9716,26965,11609,6251,5159,367181.4375,ok
23,9,5,3,64,4,16,512,39882,18033,9648,9280,26680,11179,6202,4708,625787.5,ok
23,9,5,3,64,2,32,512,38148,14955,8354,5406,25005,9882,5548,3723,,hang
23,10,4,3,32,16,2,512,39648,19943,9642,9606,20450,9786,4338,4230,116979.15625,ok
23,10,4,3,32,8,4,512,38900,19949,8856,9602,20849,10196,4443,4328,181414.71875,ok
23,10,4,3,32,4,8,512,33010,17883,8810,6980,20165,9592,4055,3399,310083.09375,ok
23,10,4,3,32,2,16,512,26372,11447,4654,3850,18903,8345,3438,2937,573497.6875,ok
23,10,4,3,64,32,2,512,40142,19909,9696,9666,24752,11848,5557,5055,179782.125,ok
23,10,4,3,64,16,4,512,40188,19901,9278,9714,26017,12220,5384,5073,235435.515625,ok
23,10,4,3,64,8,8,512,39050,19961,9464,9716,26866,12457,5786,5145,360269.75,ok
23,10,4,3,64,4,16,512,39378,19931,9040,9280,26628,12021,5315,4702,612814.875,ok
23,10,4,3,64,2,32,512,38148,16587,6722,5406,24958,10934,4471,3718,1146099.875,ok
23,10,5,2,32,16,2,512,39648,19943,9680,9368,20413,9744,5033,3516,116928.7890625,ok
23,10,5,2,32,8,4,512,38900,19219,9718,9454,20820,10211,5069,3723,180470.171875,ok
23,10,5,2,32,4,8,512,34704,17883,9010,4836,20162,9576,4890,2426,308061.28125,ok
23,10,5,2,32,2,16,512,26372,11447,5774,2730,18910,8347,4249,2124,570968.6875,ok
23,10,5,2,64,32,2,512,40142,19933,9726,9696,24911,11833,6003,4596,179531.328125,ok
23,10,5,2,64,16,4,512,40162,19901,9704,9618,26002,12225,6151,4542,235402.015625,ok
23,10,5,2,64,8,8,512,39050,19859,9688,9080,26882,12462,6234,4227,360827.5,ok
23,10,5,2,64,4,16,512,39928,19765,9648,7928,26628,12013,6193,3394,613416.625,ok
23,10,5,2,64,2,32,512,38148,16587,8354,3774,24985,10938,5544,2655,,hang
24,6,5,5,32,16,2,512,38746,19767,9720,9680,20761,8063,5078,5151,123737.46875,ok
24,6,5,5,32,8,4,512,40072,18167,9718,9656,22484,7625,5101,5400,189962.453125,ok
24,6,5,5,32,4,8,512,36354,13171,9010,9324,21241,6069,4911,5222,324653.96875,ok
24,6,5,5,32,2,16,512,27492,6967,5774,6090,19732,5140,4255,4559,599630.3125,ok
24,6,5,5,64,32,2,512,40102,19729,9688,9714,25506,9916,6041,6358,190798.90625,ok
24,6,5,5,64,16,4,512,39778,19017,9724,9698,26086,9756,6108,6559,248299.234375,ok
24,6,5,5,64,8,8,512,40062,19351,9688,9716,27780,10124,6239,6486,379131.25,ok
24,6,5,5,64,4,16,512,39514,17775,9670,9084,26793,8631,6202,6262,647044.8125,ok
24,6,5,5,64,2,32,512,39780,10059,8354,8670,26077,6694,5549,5864,,hang
24,7,5,4,32,16,2,512,38746,19849,9680,9642,20578,8495,5070,4775,120892.25,ok
24,7,5,4,32,8,4,512,40072,19573,9718,9306,22287,8827,5086,4872,185486.71875,ok
24,7,5,4,32,4,8,512,36338,15315,9646,9124,21184,6990,4894,4350,318006.5625,ok
24,7,5,4,32,2,16,512,27492,8087,5774,4970,19713,5944,4248,3753,588406.0,ok
24,7,5,4,64,32,2,512,40186,19771,9698,9700,25486,10481,5987,5678,186298.375,ok
24,7,5,4,64,16,4,512,40124,19481,9662,9718,26064,10472,6096,5627,242703.515625,ok
24,7,5,4,64,8,8,512,40062,19339,9688,9650,27831,10359,6245,5879,371194.78125,ok
24,7,5,4,64,4,16,512,40178,17717,9648,9354,26774,9073,6206,5671,632223.25,ok
24,7,5,4,64,2,32,512,39780,11691,8354,7038,26044,7750,5545,4789,,hang
24,8,4,4,32,16,2,512,38746,19347,9394,9642,20607,9133,4349,4755,117557.9765625,ok
24,8,4,4,32,8,4,512,40072,19965,9446,9306,22248,9306,4443,4857,181690.8125,ok
24,8,4,4,32,4,8,512,35348,17459,8810,9124,21131,7948,4049,4354,310846.1875,ok
24,8,4,4,32,2,16,512,27492,9207,4654,4970,19665,6729,3433,3743,574312.25,ok
24,8,4,4,64,32,2,512,40162,19941,9696,9700,25362,10877,5524,5683,181649.59375,ok
24,8,4,4,64,16,4,512,40186,19717,9654,9718,25914,10964,5390,5590,236888.40625,ok
24,8,4,4,64,8,8,512,40062,19961,9464,9650,27688,10756,5769,5856,361872.0625,ok
24,8,4,4,64,4,16,512,39392,17945,9040,9354,26733,10384,5312,5662,617030.4375,ok
24,8,4,4,64,2,32,512,39780,13323,6722,7038,26032,8813,4476,4788,,hang
24,8,5,3,32,16,2,512,38878,19347,9680,9606,20510,9081,5040,4217,117235.28125,ok
24,8,5,3,32,8,4,512,40072,19489,9638,9602,22252,9291,5084,4338,180870.0625,ok
24,8,5,3,32,4,8,512,37762,17459,9010,6980,21154,7932,4885,3387,308858.4375,ok
24,8,5,3,32,2,16,512,27492,9207,5774,3850,19698,6747,4252,2940,571684.875,ok
24,8,5,3,64,32,2,512,39786,19941,9698,9666,25286,10816,5966,5035,181788.078125,ok
24,8,5,3,64,16,4,512,39886,19377,9704,9714,25893,10933,6147,5053,236459.25,ok
24,8,5,3,64,8,8,512,40062,19961,9688,9716,27709,10763,6222,5143,361555.90625,ok
24,8,5,3,64,4,16,512,40130,19719,9648,9280,26716,10380,6187,4695,617295.625,ok
24,8,5,3,64,2,32,512,39780,13323,8354,5406,26038,8815,5542,3721,,hang
24,9,4,3,32,16,2,512,38746,19897,9394,9606,20488,9578,4361,4199,114514.6015625,ok
24,9,4,3,32,8,4,512,40072,19529,8856,9602,21975,9690,4394,4266,176697.765625,ok
24,9,4,3,32,4,8,512,35348,19603,8810,6980,21079,8854,4032,3380,301962.96875,ok
24,9,4,3,32,2,16,512,27492,10327,4654,3850,19648,7533,3435,2934,561289.375,ok
24,9,4,3,64,32,2,512,40164,19893,9696,9666,25155,11538,5491,5008,178076.40625,ok
24,9,4,3,64,16,4,512,40186,19605,9416,9714,25856,11443,5372,5043,231181.140625,ok
24,9,4,3,64,8,8,512,40062,19955,9464,9716,27624,11523,5757,5122,353746.5,ok
24,9,4,3,64,4,16,512,39026,18897,9040,9280,26679,11143,5307,4698,603509.75,ok
24,9,4,3,64,2,32,512,39780,14955,6722,5406,25986,9856,4467,3714,1118366.0,ok
24,9,5,2,32,16,2,512,39184,19939,9680,9368,20566,9641,5028,3502,114542.71875,ok
24,9,5,2,32,8,4,512,40072,19529,9718,9454,22209,9783,5053,3704,176860.84375,ok
24,9,5,2,32,4,8,512,35914,19603,9490,4836,21120,8867,4885,2424,302174.6875,ok
24,9,5,2,32,2,16,512,27492,10327,5774,2730,19645,7539,4247,2123,560856.6875,ok
24,9,5,2,64,32,2,512,40134,19893,9698,9696,25265,11613,5961,4561,178262.3125,ok
24,9,5,2,64,16,4,512,39778,19201,9708,9618,25800,11377,6043,4506,231088.40625,ok
24,9,5,2,64,8,8,512,40062,19955,9688,9032,27615,11529,6204,4211,353948.9375,ok
24,9,5,2,64,4,16,512,39026,18033,9648,7928,26657,11125,6175,3385,602969.75,ok
