batch_size,microbatch_size,num_microbatches,pulp_split,mem_limits,data_split,predicted_ms,measured_ms,error_pct
64,16,4,17/8/7,17/8/8,20/9/3,49227.5,130721.3,-62.3
64,8,8,17/8/7,17/8/8,20/9/3,98455.1,202591.7,-51.4
32,16,2,25/6/1,25/12/12,20/10/2,22121.2,64465.9,-65.7
32,8,4,25/6/1,25/12/12,20/10/2,44242.5,101154.3,-56.3
32,4,8,25/6/1,25/12/12,20/10/2,88484.9,181894.1,-51.4
32,16,2,25/6/1,25/12/12,20/11/1,22121.2,64340.4,-65.6
32,8,4,25/6/1,25/12/12,20/11/1,44242.5,101399.0,-56.4
32,4,8,25/6/1,25/12/12,20/11/1,88484.9,180766.3,-51.1
32,16,2,25/6/1,25/12/12,21/1/10,22121.2,63549.7,-65.2
32,8,4,25/6/1,25/12/12,21/1/10,44242.5,100183.9,-55.8
32,4,8,25/6/1,25/12/12,21/1/10,88484.9,179231.5,-50.6
32,16,2,25/6/1,25/12/12,21/2/9,22121.2,63695.7,-65.3
32,8,4,25/6/1,25/12/12,21/2/9,44242.5,99895.2,-55.7
32,4,8,25/6/1,25/12/12,21/2/9,88484.9,179748.3,-50.8
32,16,2,25/6/1,25/12/12,21/3/8,22121.2,63564.7,-65.2
32,8,4,25/6/1,25/12/12,21/3/8,44242.5,99862.3,-55.7
32,4,8,25/6/1,25/12/12,21/3/8,88484.9,180103.2,-50.9
32,16,2,25/6/1,25/12/12,21/4/7,22121.2,63553.1,-65.2
32,8,4,25/6/1,25/12/12,21/4/7,44242.5,100443.8,-56.0
32,4,8,25/6/1,25/12/12,21/4/7,88484.9,179447.1,-50.7
32,16,2,25/6/1,25/12/12,21/5/6,22121.2,63683.7,-65.3
32,8,4,25/6/1,25/12/12,21/5/6,44242.5,100050.0,-55.8
32,4,8,25/6/1,25/12/12,21/5/6,88484.9,179840.4,-50.8
32,16,2,25/6/1,25/12/12,21/6/5,22121.2,63419.8,-65.1
32,8,4,25/6/1,25/12/12,21/6/5,44242.5,100039.2,-55.8
32,4,8,25/6/1,25/12/12,21/6/5,88484.9,177103.9,-50.0
32,16,2,25/6/1,25/12/12,21/7/4,22121.2,63744.4,-65.3
32,8,4,25/6/1,25/12/12,21/7/4,44242.5,100247.0,-55.9
32,4,8,25/6/1,25/12/12,21/7/4,88484.9,180175.6,-50.9
32,16,2,25/6/1,25/12/12,21/8/3,22121.2,64586.5,-65.7
32,8,4,25/6/1,25/12/12,21/8/3,44242.5,100863.8,-56.1
32,4,8,25/6/1,25/12/12,21/8/3,88484.9,182275.0,-51.5
32,16,2,25/6/1,25/12/12,21/9/2,22121.2,63987.4,-65.4
32,8,4,25/6/1,25/12/12,21/9/2,44242.5,100505.4,-56.0
32,4,8,25/6/1,25/12/12,21/9/2,88484.9,180218.7,-50.9
32,16,2,25/6/1,25/12/12,21/10/1,22121.2,63701.3,-65.3
32,8,4,25/6/1,25/12/12,21/10/1,44242.5,100335.9,-55.9
32,4,8,25/6/1,25/12/12,21/10/1,88484.9,178741.1,-50.5
32,16,2,25/6/1,25/12/12,22/1/9,22121.2,62889.3,-64.8
32,8,4,25/6/1,25/12/12,22/1/9,44242.5,99033.1,-55.3
32,4,8,25/6/1,25/12/12,22/1/9,88484.9,178255.9,-50.4
32,16,2,25/6/1,25/12/12,22/2/8,22121.2,63197.4,-65.0
32,8,4,25/6/1,25/12/12,22/2/8,44242.5,98450.2,-55.1
32,4,8,25/6/1,25/12/12,22/2/8,88484.9,178403.2,-50.4
32,16,2,25/6/1,25/12/12,22/3/7,22121.2,62817.0,-64.8
32,8,4,25/6/1,25/12/12,22/3/7,44242.5,98538.8,-55.1
32,4,8,25/6/1,25/12/12,22/3/7,88484.9,177899.3,-50.3
32,16,2,25/6/1,25/12/12,22/4/6,22121.2,62986.2,-64.9
32,8,4,25/6/1,25/12/12,22/4/6,44242.5,98473.7,-55.1
32,4,8,25/6/1,25/12/12,22/4/6,88484.9,178424.4,-50.4
32,16,2,25/6/1,25/12/12,22/5/5,22121.2,63000.5,-64.9
32,8,4,25/6/1,25/12/12,22/5/5,44242.5,98558.0,-55.1
32,4,8,25/6/1,25/12/12,22/5/5,88484.9,178483.3,-50.4
32,16,2,25/6/1,25/12/12,22/6/4,22121.2,62982.3,-64.9
32,8,4,25/6/1,25/12/12,22/6/4,44242.5,98875.4,-55.3
32,4,8,25/6/1,25/12/12,22/6/4,88484.9,177511.4,-50.2
32,16,2,25/6/1,25/12/12,22/7/3,22121.2,63066.5,-64.9
32,8,4,25/6/1,25/12/12,22/7/3,44242.5,98559.6,-55.1
32,4,8,25/6/1,25/12/12,22/7/3,88484.9,178750.3,-50.5
32,16,2,25/6/1,25/12/12,22/8/2,22121.2,63056.9,-64.9
32,8,4,25/6/1,25/12/12,22/8/2,44242.5,98440.8,-55.1
32,4,8,25/6/1,25/12/12,22/8/2,88484.9,177561.6,-50.2
32,16,2,25/6/1,25/12/12,22/9/1,22121.2,62866.4,-64.8
32,8,4,25/6/1,25/12/12,22/9/1,44242.5,98536.0,-55.1
32,4,8,25/6/1,25/12/12,22/9/1,88484.9,177259.9,-50.1
32,16,2,25/6/1,25/12/12,23/1/8,22121.2,61978.6,-64.3
32,8,4,25/6/1,25/12/12,23/1/8,44242.5,97014.8,-54.4
32,4,8,25/6/1,25/12/12,23/1/8,88484.9,176118.1,-49.8
32,16,2,25/6/1,25/12/12,23/2/7,22121.2,62023.4,-64.3
32,8,4,25/6/1,25/12/12,23/2/7,44242.5,96959.6,-54.4
32,4,8,25/6/1,25/12/12,23/2/7,88484.9,174280.8,-49.2
32,16,2,25/6/1,25/12/12,23/3/6,22121.2,61941.9,-64.3
32,8,4,25/6/1,25/12/12,23/3/6,44242.5,97207.1,-54.5
32,4,8,25/6/1,25/12/12,23/3/6,88484.9,174835.2,-49.4
32,16,2,25/6/1,25/12/12,23/4/5,22121.2,61889.1,-64.3
32,8,4,25/6/1,25/12/12,23/4/5,44242.5,97493.7,-54.6
32,4,8,25/6/1,25/12/12,23/4/5,88484.9,175934.9,-49.7
32,16,2,25/6/1,25/12/12,23/5/4,22121.2,61937.6,-64.3
32,8,4,25/6/1,25/12/12,23/5/4,44242.5,96871.6,-54.3
32,4,8,25/6/1,25/12/12,23/5/4,88484.9,175102.6,-49.5
32,16,2,25/6/1,25/12/12,23/6/3,22121.2,61958.6,-64.3
32,8,4,25/6/1,25/12/12,23/6/3,44242.5,97109.1,-54.4
32,4,8,25/6/1,25/12/12,23/6/3,88484.9,175163.1,-49.5
32,16,2,25/6/1,25/12/12,23/7/2,22121.2,61960.0,-64.3
32,8,4,25/6/1,25/12/12,23/7/2,44242.5,96804.2,-54.3
32,4,8,25/6/1,25/12/12,23/7/2,88484.9,175991.5,-49.7
32,16,2,25/6/1,25/12/12,23/8/1,22121.2,62690.9,-64.7
32,8,4,25/6/1,25/12/12,23/8/1,44242.5,98547.4,-55.1
32,4,8,25/6/1,25/12/12,23/8/1,88484.9,178368.7,-50.4
32,16,2,25/6/1,25/12/12,24/1/7,22121.2,61740.8,-64.2
32,8,4,25/6/1,25/12/12,24/1/7,44242.5,97245.9,-54.5
32,4,8,25/6/1,25/12/12,24/1/7,88484.9,174943.2,-49.4
32,16,2,25/6/1,25/12/12,24/2/6,22121.2,61795.3,-64.2
32,8,4,25/6/1,25/12/12,24/2/6,44242.5,96860.4,-54.3
32,4,8,25/6/1,25/12/12,24/2/6,88484.9,178058.1,-50.3
32,16,2,25/6/1,25/12/12,24/3/5,22121.2,61648.6,-64.1
32,8,4,25/6/1,25/12/12,24/3/5,44242.5,97342.7,-54.5
32,4,8,25/6/1,25/12/12,24/3/5,88484.9,175402.7,-49.6
32,16,2,25/6/1,25/12/12,24/4/4,22121.2,61745.0,-64.2
32,8,4,25/6/1,25/12/12,24/4/4,44242.5,97555.5,-54.6
32,4,8,25/6/1,25/12/12,24/4/4,88484.9,177083.5,-50.0
32,16,2,25/6/1,25/12/12,24/5/3,22121.2,61770.6,-64.2
32,8,4,25/6/1,25/12/12,24/5/3,44242.5,96840.3,-54.3
32,4,8,25/6/1,25/12/12,24/5/3,88484.9,175709.6,-49.6
32,16,2,25/6/1,25/12/12,24/6/2,22121.2,61870.6,-64.2
32,8,4,25/6/1,25/12/12,24/6/2,44242.5,97225.1,-54.5
32,4,8,25/6/1,25/12/12,24/6/2,88484.9,174633.2,-49.3
32,16,2,25/6/1,25/12/12,24/7/1,22121.2,61797.6,-64.2
32,8,4,25/6/1,25/12/12,24/7/1,44242.5,97257.3,-54.5
32,4,8,25/6/1,25/12/12,24/7/1,88484.9,175472.4,-49.6
