20gb,10gb,5gb,5gb,batch_size,microbatch_size,num_microbatches,max_new_tokens,peak_gi5gb_mb,avg_gi5gb_mb,total_latency_ms,status
15,11,1,5,32,16,2,512,4724,1582,83669.4609375,ok
15,11,1,5,32,8,4,512,3182,1305,131310.625,ok
15,11,1,5,32,4,8,512,1214,793,231474.390625,ok
15,11,1,5,32,2,16,512,528,431,,timeout
15,11,1,5,64,32,2,512,4808,1992,,OOM_rank1
15,11,1,5,64,16,4,512,4666,1885,,OOM_rank1
15,11,1,5,64,8,8,512,3802,1574,,OOM_rank1
15,11,1,5,64,4,16,512,576,448,,timeout
15,11,1,5,64,2,32,512,560,444,,timeout
15,11,2,4,32,16,2,512,4650,2006,83852.265625,ok
15,11,2,4,32,8,4,512,4694,1957,131811.0,ok
15,11,2,4,32,4,8,512,2240,1407,232596.390625,ok
15,11,2,4,32,2,16,512,914,733,,timeout
15,11,2,4,64,32,2,512,4828,2345,,OOM_rank1
15,11,2,4,64,16,4,512,4802,2403,,OOM_rank1
15,11,2,4,64,8,8,512,4476,2246,,OOM_rank1
15,11,2,4,64,4,16,512,962,748,,timeout
15,11,2,4,64,2,32,512,946,748,,timeout
15,11,3,3,32,16,2,512,4750,2358,83850.6796875,ok
15,11,3,3,32,8,4,512,4646,2330,132041.625,ok
15,11,3,3,32,4,8,512,3266,2018,231690.1875,ok
15,11,3,3,32,2,16,512,1300,1016,,timeout
15,11,3,3,64,32,2,512,4822,2691,,OOM_rank1
15,11,3,3,64,16,4,512,4720,2742,,OOM_rank1
15,11,3,3,64,8,8,512,4604,2727,,OOM_rank1
15,11,3,3,64,4,16,512,1348,1049,,timeout
15,11,3,3,64,2,32,512,1332,1030,,timeout
15,11,4,2,32,16,2,512,4832,2786,83794.0,ok
15,11,4,2,32,8,4,512,4630,2828,131651.703125,ok
15,11,4,2,32,4,8,512,4292,2629,231140.234375,ok
15,11,4,2,32,2,16,512,1686,1307,,timeout
15,11,4,2,64,32,2,512,4822,3043,,OOM_rank1
15,11,4,2,64,16,4,512,4820,3074,,OOM_rank1
15,11,4,2,64,8,8,512,4790,3134,,OOM_rank1
15,11,4,2,64,4,16,512,1734,1343,,timeout
15,11,4,2,64,2,32,512,1718,1317,,timeout
15,11,5,1,32,16,2,512,4830,3087,83906.296875,ok
15,11,5,1,32,8,4,512,4652,3180,131992.859375,ok
15,11,5,1,32,4,8,512,4598,3086,233933.515625,ok
15,11,5,1,32,2,16,512,2072,1580,,timeout
15,11,5,1,64,32,2,512,4854,3409,,OOM_rank1
15,11,5,1,64,16,4,512,4848,3423,,OOM_rank1
15,11,5,1,64,8,8,512,4828,3546,,OOM_rank1
15,11,5,1,64,4,16,512,2120,1611,,timeout
15,11,5,1,64,2,32,512,2104,1574,,timeout
15,12,1,4,32,16,2,512,4724,1586,81887.1171875,ok
15,12,1,4,32,8,4,512,3182,1301,128663.34375,ok
15,12,1,4,32,4,8,512,1214,791,227027.921875,ok
15,12,1,4,32,2,16,512,528,429,,timeout
15,12,1,4,64,32,2,512,4780,1711,,OOM_rank1
15,12,1,4,64,16,4,512,4666,1586,,OOM_rank1
15,12,1,4,64,8,8,512,2374,1098,,OOM_rank1
15,12,1,4,64,4,16,512,576,454,,timeout
15,12,1,4,64,2,32,512,560,442,,timeout
15,12,2,3,32,16,2,512,4650,1996,81883.8359375,ok
15,12,2,3,32,8,4,512,4694,1942,128877.203125,ok
15,12,2,3,32,4,8,512,2240,1403,226919.0,ok
15,12,2,3,32,2,16,512,914,734,,timeout
15,12,2,3,64,32,2,512,4730,2148,,OOM_rank1
15,12,2,3,64,16,4,512,4822,2228,,OOM_rank1
15,12,2,3,64,8,8,512,4476,1994,,OOM_rank1
15,12,2,3,64,4,16,512,962,764,,timeout
15,12,2,3,64,2,32,512,946,739,,timeout
15,12,3,2,32,16,2,512,4750,2338,81761.1328125,ok
15,12,3,2,32,8,4,512,4646,2315,128828.453125,ok
15,12,3,2,32,4,8,512,3266,2017,226900.171875,ok
15,12,3,2,32,2,16,512,1300,1025,,timeout
15,12,3,2,64,32,2,512,4822,2472,,OOM_rank1
15,12,3,2,64,16,4,512,4600,2468,,OOM_rank1
15,12,3,2,64,8,8,512,4324,2455,,OOM_rank1
15,12,3,2,64,4,16,512,1348,1047,,timeout
15,12,3,2,64,2,32,512,1332,1056,,timeout
15,12,4,1,32,16,2,512,4832,2765,81843.1875,ok
15,12,4,1,32,8,4,512,4630,2826,128716.0546875,ok
15,12,4,1,32,4,8,512,4292,2619,229761.015625,ok
15,12,4,1,32,2,16,512,1686,1304,,timeout
15,12,4,1,64,32,2,512,4788,2764,,OOM_rank1
15,12,4,1,64,16,4,512,4690,2872,,OOM_rank1
15,12,4,1,64,8,8,512,4790,2839,,OOM_rank1
15,12,4,1,64,4,16,512,1734,1335,,timeout
15,12,4,1,64,2,32,512,1718,1323,,timeout
16,4,6,6,32,16,2,512,4854,3410,95736.265625,ok
16,4,6,6,32,8,4,512,4784,3445,150328.90625,ok
16,4,6,6,32,4,8,512,4764,3572,263748.40625,ok
16,4,6,6,32,2,16,512,2458,1856,,timeout
16,4,6,6,64,32,2,512,4854,3273,,OOM_rank3
16,4,6,6,64,16,4,512,4840,3429,,OOM_rank3
16,4,6,6,64,8,8,512,4856,3563,,OOM_rank3
16,4,6,6,64,4,16,512,2506,1877,,timeout
16,4,6,6,64,2,32,512,2490,1869,,timeout
16,5,5,6,32,16,2,512,4862,3130,93814.640625,ok
16,5,5,6,32,8,4,512,4554,3197,146829.15625,ok
16,5,5,6,32,4,8,512,4598,3101,256610.359375,ok
16,5,5,6,32,2,16,512,2072,1588,,timeout
16,5,5,6,64,32,2,512,4810,2994,,OOM_rank3
16,5,5,6,64,16,4,512,4624,2988,,OOM_rank3
16,5,5,6,64,8,8,512,4638,3080,,OOM_rank3
16,5,5,6,64,4,16,512,2120,1610,,timeout
16,5,5,6,64,2,32,512,2104,1615,,timeout
16,5,6,5,32,16,2,512,4854,3411,93675.609375,ok
16,5,6,5,32,8,4,512,4858,3427,146587.171875,ok
16,5,6,5,32,4,8,512,4764,3563,257389.03125,ok
16,5,6,5,32,2,16,512,2458,1851,,timeout
16,5,6,5,64,32,2,512,4854,3408,,OOM_rank2
16,5,6,5,64,16,4,512,4856,3595,,OOM_rank2
16,5,6,5,64,8,8,512,4864,3768,,OOM_rank2
16,5,6,5,64,4,16,512,2506,1854,,timeout
16,5,6,5,64,2,32,512,2490,1858,,timeout
16,6,4,6,32,16,2,512,4832,2792,91470.40625,ok
16,6,4,6,32,8,4,512,4630,2858,144268.453125,ok
16,6,4,6,32,4,8,512,4292,2638,252093.96875,ok
16,6,4,6,32,2,16,512,1686,1304,,timeout
16,6,4,6,64,32,2,512,4788,2643,,OOM_rank3
16,6,4,6,64,16,4,512,4826,2755,,OOM_rank3
16,6,4,6,64,8,8,512,4790,2733,,OOM_rank3
16,6,4,6,64,4,16,512,1734,1338,,timeout
16,6,4,6,64,2,32,512,1718,1318,,timeout
16,6,5,5,32,16,2,512,4834,3113,91576.25,ok
16,6,5,5,32,8,4,512,4842,3210,143728.46875,ok
16,6,5,5,32,4,8,512,4598,3102,252865.5,ok
16,6,5,5,32,2,16,512,2072,1594,,timeout
16,6,5,5,64,32,2,512,4854,3415,,OOM_rank3
16,6,5,5,64,16,4,512,4848,3447,,OOM_rank3
16,6,5,5,64,8,8,512,4858,3555,,OOM_rank3
16,6,5,5,64,4,16,512,2120,1629,,timeout
16,6,5,5,64,2,32,512,2104,1602,,timeout
16,6,6,4,32,16,2,512,4854,3399,91636.8125,ok
16,6,6,4,32,8,4,512,4784,3432,143696.25,ok
16,6,6,4,32,4,8,512,4764,3558,252422.6875,ok
16,6,6,4,32,2,16,512,2458,1874,,timeout
16,6,6,4,64,32,2,512,4854,3263,,OOM_rank2
16,6,6,4,64,16,4,512,4860,3586,,OOM_rank2
16,6,6,4,64,8,8,512,4858,3762,,OOM_rank2
16,6,6,4,64,4,16,512,2506,1872,,timeout
16,6,6,4,64,2,32,512,2490,1869,,timeout
16,7,3,6,32,16,2,512,4750,2366,89590.9609375,ok
16,7,3,6,32,8,4,512,4834,2344,140281.71875,ok
16,7,3,6,32,4,8,512,3266,2024,244904.34375,ok
16,7,3,6,32,2,16,512,1300,1021,,timeout
16,7,3,6,64,32,2,512,4844,2250,,OOM_rank3
16,7,3,6,64,16,4,512,4600,2337,,OOM_rank3
16,7,3,6,64,8,8,512,4324,2251,,OOM_rank3
16,7,3,6,64,4,16,512,1348,1055,,timeout
16,7,3,6,64,2,32,512,1332,1042,,timeout
16,7,4,5,32,16,2,512,4832,2795,89450.2890625,ok
16,7,4,5,32,8,4,512,4630,2849,140199.921875,ok
16,7,4,5,32,4,8,512,4292,2635,246691.28125,ok
16,7,4,5,32,2,16,512,1686,1317,,timeout
16,7,4,5,64,32,2,512,4818,3040,,OOM_rank3
16,7,4,5,64,16,4,512,4820,3109,,OOM_rank3
16,7,4,5,64,8,8,512,4790,3139,,OOM_rank3
16,7,4,5,64,4,16,512,1734,1325,,timeout
16,7,4,5,64,2,32,512,1718,1334,,timeout
16,7,5,4,32,16,2,512,4826,3101,89551.9140625,ok
16,7,5,4,32,8,4,512,4554,3197,140325.625,ok
16,7,5,4,32,4,8,512,4598,3097,246613.671875,ok
16,7,5,4,32,2,16,512,2072,1575,,timeout
16,7,5,4,64,32,2,512,4864,3582,,OOM_rank2
16,7,5,4,64,16,4,512,4864,3581,,OOM_rank2
16,7,5,4,64,8,8,512,4862,3636,,OOM_rank2
16,7,5,4,64,4,16,512,2120,1624,,timeout
16,7,5,4,64,2,32,512,2104,1618,,timeout
16,7,6,3,32,16,2,512,4854,3393,89691.3359375,ok
16,7,6,3,32,8,4,512,4854,3420,140265.859375,ok
16,7,6,3,32,4,8,512,4764,3550,246836.65625,ok
16,7,6,3,32,2,16,512,2458,1884,,timeout
16,7,6,3,64,32,2,512,4854,3401,,OOM_rank2
16,7,6,3,64,16,4,512,4856,3571,,OOM_rank2
16,7,6,3,64,8,8,512,4864,3757,,OOM_rank2
16,7,6,3,64,4,16,512,2506,1895,,timeout
16,7,6,3,64,2,32,512,2490,1864,,timeout
16,8,2,6,32,16,2,512,4650,2001,87602.125,ok
16,8,2,6,32,8,4,512,4694,1956,136701.65625,ok
16,8,2,6,32,4,8,512,2240,1407,239901.203125,ok
16,8,2,6,32,2,16,512,914,731,,timeout
16,8,2,6,64,32,2,512,4838,1885,,OOM_rank3
16,8,2,6,64,16,4,512,4758,1985,,OOM_rank3
16,8,2,6,64,8,8,512,3662,1582,,OOM_rank3
16,8,2,6,64,4,16,512,962,762,,timeout
16,8,2,6,64,2,32,512,946,752,,timeout
16,8,3,5,32,16,2,512,4750,2356,87463.65625,ok
16,8,3,5,32,8,4,512,4646,2330,137168.203125,ok
16,8,3,5,32,4,8,512,3266,2023,241402.953125,ok
16,8,3,5,32,2,16,512,1300,1014,,timeout
16,8,3,5,64,32,2,512,4844,2681,,OOM_rank3
16,8,3,5,64,16,4,512,4720,2725,,OOM_rank3
16,8,3,5,64,8,8,512,4728,2733,,OOM_rank3
16,8,3,5,64,4,16,512,1348,1057,,timeout
16,8,3,5,64,2,32,512,1332,1049,,timeout
16,8,4,4,32,16,2,512,4832,2789,87338.6328125,ok
16,8,4,4,32,8,4,512,4630,2844,136795.390625,ok
16,8,4,4,32,4,8,512,4292,2636,240907.765625,ok
16,8,4,4,32,2,16,512,1686,1305,,timeout
16,8,4,4,64,32,2,512,4846,3323,131566.59375,ok
16,8,4,4,64,16,4,512,4806,3373,174815.125,ok
16,8,4,4,64,8,8,512,4790,3400,272818.75,ok
16,8,4,4,64,4,16,512,1734,1343,,timeout
16,8,4,4,64,2,32,512,1718,1306,,timeout
16,8,5,3,32,16,2,512,4856,3082,87905.9140625,ok
16,8,5,3,32,8,4,512,4554,3163,137026.546875,ok
16,8,5,3,32,4,8,512,4598,3077,242712.40625,ok
16,8,5,3,32,2,16,512,2072,1570,,timeout
16,8,5,3,64,32,2,512,4864,3557,,OOM_rank2
16,8,5,3,64,16,4,512,4856,3566,,OOM_rank2
16,8,5,3,64,8,8,512,4858,3631,,OOM_rank2
16,8,5,3,64,4,16,512,2120,1610,,timeout
16,8,5,3,64,2,32,512,2104,1622,,timeout
16,8,6,2,32,16,2,512,4854,3381,87608.890625,ok
16,8,6,2,32,8,4,512,4858,3403,136930.328125,ok
16,8,6,2,32,4,8,512,4764,3551,241413.21875,ok
16,8,6,2,32,2,16,512,2458,1855,,timeout
16,8,6,2,64,32,2,512,4856,3374,,OOM_rank2
16,8,6,2,64,16,4,512,4856,3543,,OOM_rank2
16,8,6,2,64,8,8,512,4856,3735,,OOM_rank2
16,8,6,2,64,4,16,512,2506,1871,,timeout
16,8,6,2,64,2,32,512,2490,1878,,timeout
16,9,1,6,32,16,2,512,4724,1584,85428.8046875,ok
16,9,1,6,32,8,4,512,3182,1297,133661.640625,ok
16,9,1,6,32,4,8,512,1214,793,236163.203125,ok
16,9,1,6,32,2,16,512,528,431,,timeout
16,9,1,6,64,32,2,512,4780,1490,,OOM_rank3
16,9,1,6,64,16,4,512,4208,1382,,OOM_rank3
16,9,1,6,64,8,8,512,1944,874,,OOM_rank3
16,9,1,6,64,4,16,512,576,454,,timeout
16,9,1,6,64,2,32,512,560,452,,timeout
16,9,2,5,32,16,2,512,4650,1990,85148.4453125,ok
16,9,2,5,32,8,4,512,4694,1950,133670.234375,ok
16,9,2,5,32,4,8,512,2240,1402,236150.6875,ok
16,9,2,5,32,2,16,512,914,744,,timeout
16,9,2,5,64,32,2,512,4828,2317,,OOM_rank3
16,9,2,5,64,16,4,512,4802,2402,,OOM_rank3
16,9,2,5,64,8,8,512,4476,2244,,OOM_rank3
16,9,2,5,64,4,16,512,962,755,,timeout
16,9,2,5,64,2,32,512,946,761,,timeout
16,9,3,4,32,16,2,512,4750,2334,85140.2890625,ok
16,9,3,4,32,8,4,512,4646,2327,133422.265625,ok
16,9,3,4,32,4,8,512,3266,2021,235886.78125,ok
16,9,3,4,32,2,16,512,1300,1036,,timeout
16,9,3,4,64,32,2,512,4844,2961,128286.6953125,ok
16,9,3,4,64,16,4,512,4720,2986,170298.734375,ok
16,9,3,4,64,8,8,512,4836,2807,265929.28125,ok
16,9,3,4,64,4,16,512,1348,1050,,timeout
16,9,3,4,64,2,32,512,1332,1057,,timeout
16,9,4,3,32,16,2,512,4832,2780,84858.6484375,ok
16,9,4,3,32,8,4,512,4630,2823,133561.890625,ok
16,9,4,3,32,4,8,512,4292,2623,235819.3125,ok
16,9,4,3,32,2,16,512,1686,1301,,timeout
16,9,4,3,64,32,2,512,4788,3327,128190.421875,ok
16,9,4,3,64,16,4,512,4820,3363,171110.640625,ok
16,9,4,3,64,8,8,512,4790,3398,266348.59375,ok
16,9,4,3,64,4,16,512,1734,1335,,timeout
16,9,4,3,64,2,32,512,1718,1331,,timeout
16,9,5,2,32,16,2,512,4826,3064,85008.734375,ok
16,9,5,2,32,8,4,512,4554,3164,133366.046875,ok
16,9,5,2,32,4,8,512,4598,3080,235026.84375,ok
16,9,5,2,32,2,16,512,2072,1609,,timeout
16,9,5,2,64,32,2,512,4864,3561,,OOM_rank2
16,9,5,2,64,16,4,512,4854,3551,,OOM_rank2
16,9,5,2,64,8,8,512,4858,3631,,OOM_rank2
16,9,5,2,64,4,16,512,2120,1598,,timeout
16,9,5,2,64,2,32,512,2104,1589,,timeout
16,9,6,1,32,16,2,512,4854,3347,86388.640625,ok
16,9,6,1,32,8,4,512,4858,3399,135972.859375,ok
16,9,6,1,32,4,8,512,4764,3541,239611.625,ok
16,9,6,1,32,2,16,512,2458,1839,,timeout
16,9,6,1,64,32,2,512,4854,3370,,OOM_rank2
16,9,6,1,64,16,4,512,4856,3555,,OOM_rank2
16,9,6,1,64,8,8,512,4856,3721,,OOM_rank2
16,9,6,1,64,4,16,512,2506,1859,,timeout
16,9,6,1,64,2,32,512,2490,1852,,timeout
16,10,1,5,32,16,2,512,4724,1569,84209.34375,ok
16,10,1,5,32,8,4,512,3182,1290,132524.1875,ok
16,10,1,5,32,4,8,512,1214,792,234573.671875,ok
16,10,1,5,32,2,16,512,528,423,,timeout
16,10,1,5,64,32,2,512,4796,1927,,OOM_rank3
16,10,1,5,64,16,4,512,4666,1865,,OOM_rank3
16,10,1,5,64,8,8,512,4314,1571,,OOM_rank3
16,10,1,5,64,4,16,512,576,457,,timeout
16,10,1,5,64,2,32,512,560,444,,timeout
16,10,2,4,32,16,2,512,4650,1987,84063.0078125,ok
16,10,2,4,32,8,4,512,4694,1935,132789.578125,ok
16,10,2,4,32,4,8,512,2240,1402,233744.3125,ok
16,10,2,4,32,2,16,512,914,738,,timeout
16,10,2,4,64,32,2,512,4828,2484,,OOM_rank1
16,10,2,4,64,16,4,512,4802,2527,,OOM_rank1
16,10,2,4,64,8,8,512,4476,2323,,OOM_rank1
16,10,2,4,64,4,16,512,962,746,,timeout
16,10,2,4,64,2,32,512,946,762,,timeout
16,10,3,3,32,16,2,512,4750,2334,83987.5625,ok
16,10,3,3,32,8,4,512,4834,2319,132367.53125,ok
16,10,3,3,32,4,8,512,3266,2016,234921.078125,ok
16,10,3,3,32,2,16,512,1300,1035,,timeout
16,10,3,3,64,32,2,512,4844,2900,,OOM_rank1
16,10,3,3,64,16,4,512,4720,2934,,OOM_rank1
16,10,3,3,64,8,8,512,4424,2773,,OOM_rank1
16,10,3,3,64,4,16,512,1348,1047,,timeout
16,10,3,3,64,2,32,512,1332,1051,,timeout
16,10,4,2,32,16,2,512,4832,2770,84058.5234375,ok
16,10,4,2,32,8,4,512,4630,2827,131994.125,ok
16,10,4,2,32,4,8,512,4292,2623,234869.46875,ok
16,10,4,2,32,2,16,512,1686,1322,,timeout
16,10,4,2,64,32,2,512,4788,3284,,OOM_rank1
16,10,4,2,64,16,4,512,4820,3324,,OOM_rank1
16,10,4,2,64,8,8,512,4790,3317,,OOM_rank1
16,10,4,2,64,4,16,512,1734,1341,,timeout
16,10,4,2,64,2,32,512,1718,1334,,timeout
16,10,5,1,32,16,2,512,4826,3057,84202.328125,ok
16,10,5,1,32,8,4,512,4764,3148,132677.015625,ok
16,10,5,1,32,4,8,512,4598,3081,234067.078125,ok
16,10,5,1,32,2,16,512,2072,1606,,timeout
16,10,5,1,64,32,2,512,4864,3545,,OOM_rank2
16,10,5,1,64,16,4,512,4850,3556,,OOM_rank2
16,10,5,1,64,8,8,512,4858,3612,,OOM_rank2
16,10,5,1,64,4,16,512,2120,1615,,timeout
16,10,5,1,64,2,32,512,2104,1608,,timeout
16,11,1,4,32,16,2,512,4724,1548,82146.40625,ok
16,11,1,4,32,8,4,512,3182,1283,129064.2421875,ok
16,11,1,4,32,4,8,512,1214,787,228329.359375,ok
16,11,1,4,32,2,16,512,528,428,,timeout
16,11,1,4,64,32,2,512,4796,1967,,OOM_rank1
16,11,1,4,64,16,4,512,4666,1862,,OOM_rank1
16,11,1,4,64,8,8,512,3802,1565,,OOM_rank1
16,11,1,4,64,4,16,512,576,450,,timeout
16,11,1,4,64,2,32,512,560,443,,timeout
16,11,2,3,32,16,2,512,4650,1975,82233.953125,ok
16,11,2,3,32,8,4,512,4694,1920,129202.8125,ok
16,11,2,3,32,4,8,512,2240,1400,235220.90625,ok
16,11,2,3,32,2,16,512,914,736,,timeout
16,11,2,3,64,32,2,512,4828,2331,,OOM_rank1
16,11,2,3,64,16,4,512,4802,2368,,OOM_rank1
16,11,2,3,64,8,8,512,4476,2230,,OOM_rank1
16,11,2,3,64,4,16,512,962,762,,timeout
16,11,2,3,64,2,32,512,946,742,,timeout
16,11,3,2,32,16,2,512,4750,2320,83568.4140625,ok
16,11,3,2,32,8,4,512,4834,2300,132246.921875,ok
16,11,3,2,32,4,8,512,3266,2002,228930.890625,ok
16,11,3,2,32,2,16,512,1300,1029,,timeout
16,11,3,2,64,32,2,512,4822,2645,,OOM_rank1
16,11,3,2,64,16,4,512,4778,2715,,OOM_rank1
16,11,3,2,64,8,8,512,4424,2704,,OOM_rank1
16,11,3,2,64,4,16,512,1348,1057,,timeout
16,11,3,2,64,2,32,512,1332,1040,,timeout
16,11,4,1,32,16,2,512,4832,2761,82765.6015625,ok
16,11,4,1,32,8,4,512,4630,2807,130525.6171875,ok
16,11,4,1,32,4,8,512,4292,2616,230296.75,ok
16,11,4,1,32,2,16,512,1686,1320,,timeout
16,11,4,1,64,32,2,512,4788,2993,,OOM_rank1
16,11,4,1,64,16,4,512,4690,3061,,OOM_rank1
16,11,4,1,64,8,8,512,4790,3118,,OOM_rank1
16,11,4,1,64,4,16,512,1734,1328,,timeout
16,11,4,1,64,2,32,512,1718,1338,,timeout
16,12,1,3,32,16,2,512,4724,1543,80710.4296875,ok
16,12,1,3,32,8,4,512,3182,1281,127353.8046875,ok
16,12,1,3,32,4,8,512,1214,789,225422.625,ok
16,12,1,3,32,2,16,512,528,428,,timeout
16,12,1,3,64,32,2,512,4780,1665,,OOM_rank1
16,12,1,3,64,16,4,512,4666,1550,,OOM_rank1
16,12,1,3,64,8,8,512,2374,1091,,OOM_rank1
16,12,1,3,64,4,16,512,576,452,,timeout
16,12,1,3,64,2,32,512,560,444,,timeout
16,12,2,2,32,16,2,512,4650,1976,80764.0234375,ok
16,12,2,2,32,8,4,512,4694,1910,127524.8125,ok
16,12,2,2,32,4,8,512,2240,1396,226255.703125,ok
16,12,2,2,32,2,16,512,914,741,,timeout
16,12,2,2,64,32,2,512,4828,2109,,OOM_rank1
16,12,2,2,64,16,4,512,4802,2186,,OOM_rank1
16,12,2,2,64,8,8,512,4476,1976,,OOM_rank1
16,12,2,2,64,4,16,512,962,756,,timeout
16,12,2,2,64,2,32,512,946,754,,timeout
16,12,3,1,32,16,2,512,4750,2309,81372.0859375,ok
16,12,3,1,32,8,4,512,4646,2296,127965.6484375,ok
16,12,3,1,32,4,8,512,3266,2010,227241.0625,ok
16,12,3,1,32,2,16,512,1300,1028,,timeout
16,12,3,1,64,32,2,512,4822,2428,,OOM_rank1
16,12,3,1,64,16,4,512,4600,2417,,OOM_rank1
16,12,3,1,64,8,8,512,4324,2424,,OOM_rank1
16,12,3,1,64,4,16,512,1348,1048,,timeout
16,12,3,1,64,2,32,512,1332,1030,,timeout
17,3,6,6,32,16,2,512,4854,3389,96495.109375,ok
17,3,6,6,32,8,4,512,4858,3423,151903.21875,ok
17,3,6,6,32,4,8,512,4764,3564,268094.53125,ok
17,3,6,6,32,2,16,512,2458,1819,,timeout
17,3,6,6,64,32,2,512,4854,3258,,OOM_rank3
17,3,6,6,64,16,4,512,4840,3370,,OOM_rank3
17,3,6,6,64,8,8,512,4856,3533,,OOM_rank3
17,3,6,6,64,4,16,512,2506,1898,,timeout
17,3,6,6,64,2,32,512,2490,1886,,timeout
17,4,5,6,32,16,2,512,4826,3076,94522.8203125,ok
17,4,5,6,32,8,4,512,4554,3194,149001.359375,ok
17,4,5,6,32,4,8,512,4598,3101,261843.140625,ok
17,4,5,6,32,2,16,512,2072,1630,,timeout
17,4,5,6,64,32,2,512,4810,2958,,OOM_rank3
17,4,5,6,64,16,4,512,4556,2980,,OOM_rank3
17,4,5,6,64,8,8,512,4520,3059,,OOM_rank3
17,4,5,6,64,4,16,512,2120,1640,,timeout
17,4,5,6,64,2,32,512,2104,1601,,timeout
17,4,6,5,32,16,2,512,4854,3384,94415.59375,ok
17,4,6,5,32,8,4,512,4858,3405,148675.671875,ok
17,4,6,5,32,4,8,512,4764,3560,261763.015625,ok
17,4,6,5,32,2,16,512,2458,1879,,timeout
17,4,6,5,64,32,2,512,4856,3394,,OOM_rank2
17,4,6,5,64,16,4,512,4856,3567,,OOM_rank2
17,4,6,5,64,8,8,512,4864,3756,,OOM_rank2
17,4,6,5,64,4,16,512,2506,1876,,timeout
17,4,6,5,64,2,32,512,2490,1873,,timeout
17,5,4,6,32,16,2,512,4832,2787,92305.2890625,ok
17,5,4,6,32,8,4,512,4630,2836,145610.859375,ok
17,5,4,6,32,4,8,512,4292,2635,257974.25,ok
17,5,4,6,32,2,16,512,1686,1302,,timeout
17,5,4,6,64,32,2,512,4788,2592,,OOM_rank3
17,5,4,6,64,16,4,512,4782,2742,,OOM_rank3
17,5,4,6,64,8,8,512,4790,2723,,OOM_rank3
17,5,4,6,64,4,16,512,1734,1354,,timeout
17,5,4,6,64,2,32,512,1718,1348,,timeout
17,5,5,5,32,16,2,512,4826,3075,92171.8359375,ok
17,5,5,5,32,8,4,512,4554,3183,145071.953125,ok
17,5,5,5,32,4,8,512,4598,3092,256930.0,ok
17,5,5,5,32,2,16,512,2072,1592,,timeout
17,5,5,5,64,32,2,512,4854,3427,,OOM_rank3
17,5,5,5,64,16,4,512,4864,3434,,OOM_rank3
17,5,5,5,64,8,8,512,4858,3558,,OOM_rank3
17,5,5,5,64,4,16,512,2120,1617,,timeout
17,5,5,5,64,2,32,512,2104,1625,,timeout
17,5,6,4,32,16,2,512,4854,3361,92497.4765625,ok
17,5,6,4,32,8,4,512,4858,3414,145355.390625,ok
17,5,6,4,32,4,8,512,4856,3550,257370.734375,ok
17,5,6,4,32,2,16,512,2458,1873,,timeout
17,5,6,4,64,32,2,512,4854,3382,,OOM_rank2
17,5,6,4,64,16,4,512,4860,3550,,OOM_rank2
17,5,6,4,64,8,8,512,4856,3753,,OOM_rank2
17,5,6,4,64,4,16,512,2506,1893,,timeout
17,5,6,4,64,2,32,512,2490,1890,,timeout
17,6,3,6,32,16,2,512,4750,2352,90189.8984375,ok
17,6,3,6,32,8,4,512,4646,2329,142546.734375,ok
17,6,3,6,32,4,8,512,3266,2019,252126.203125,ok
17,6,3,6,32,2,16,512,1300,1027,,timeout
17,6,3,6,64,32,2,512,4822,2218,,OOM_rank3
17,6,3,6,64,16,4,512,4600,2317,,OOM_rank3
17,6,3,6,64,8,8,512,4324,2222,,OOM_rank3
17,6,3,6,64,4,16,512,1348,1066,,timeout
17,6,3,6,64,2,32,512,1332,1047,,timeout
17,6,4,5,32,16,2,512,4832,2798,90074.484375,ok
17,6,4,5,32,8,4,512,4834,2838,141824.15625,ok
17,6,4,5,32,4,8,512,4292,2625,251509.59375,ok
17,6,4,5,32,2,16,512,1686,1330,,timeout
17,6,4,5,64,32,2,512,4788,3032,,OOM_rank3
17,6,4,5,64,16,4,512,4820,3095,,OOM_rank3
17,6,4,5,64,8,8,512,4854,3141,,OOM_rank3
17,6,4,5,64,4,16,512,1734,1354,,timeout
17,6,4,5,64,2,32,512,1718,1346,,timeout
17,6,5,4,32,16,2,512,4830,3063,90345.5390625,ok
17,6,5,4,32,8,4,512,4554,3171,142000.25,ok
17,6,5,4,32,4,8,512,4778,3084,251565.671875,ok
17,6,5,4,32,2,16,512,2072,1593,,timeout
17,6,5,4,64,32,2,512,4864,3518,,OOM_rank2
17,6,5,4,64,16,4,512,4854,3562,,OOM_rank2
17,6,5,4,64,8,8,512,4858,3626,,OOM_rank2
17,6,5,4,64,4,16,512,2120,1597,,timeout
17,6,5,4,64,2,32,512,2104,1621,,timeout
17,6,6,3,32,16,2,512,4860,3361,90141.265625,ok
17,6,6,3,32,8,4,512,4864,3398,141930.859375,ok
17,6,6,3,32,4,8,512,4764,3549,251533.5,ok
17,6,6,3,32,2,16,512,2458,1839,,timeout
17,6,6,3,64,32,2,512,4864,3396,,OOM_rank2
17,6,6,3,64,16,4,512,4858,3531,,OOM_rank2
17,6,6,3,64,8,8,512,4856,3740,,OOM_rank2
17,6,6,3,64,4,16,512,2506,1908,,timeout
17,6,6,3,64,2,32,512,2490,1869,,timeout
17,7,2,6,32,16,2,512,4650,1986,88066.2734375,ok
17,7,2,6,32,8,4,512,4694,1933,138620.703125,ok
17,7,2,6,32,4,8,512,2240,1404,246232.328125,ok
