20gb,10gb,5gb,5gb,batch_size,microbatch_size,num_microbatches,max_new_tokens,peak_gi5gb_mb,avg_gi5gb_mb,total_latency_ms,status
13,12,1,6,64,8,8,512,1944,894,,OOM_rank3
13,12,1,6,64,4,16,512,576,446,,timeout
13,12,1,6,64,2,32,512,560,443,,timeout
13,12,2,5,32,16,2,512,4650,2057,87562.2421875,ok
13,12,2,5,32,8,4,512,4694,1992,137410.53125,ok
13,12,2,5,32,4,8,512,2240,1418,241176.859375,ok
13,12,2,5,32,2,16,512,914,729,,timeout
13,12,2,5,64,32,2,512,4730,2157,,OOM_rank1
13,12,2,5,64,16,4,512,4802,2277,,OOM_rank1
13,12,2,5,64,8,8,512,4476,2024,,OOM_rank1
13,12,2,5,64,4,16,512,962,744,,timeout
13,12,2,5,64,2,32,512,946,749,,timeout
13,12,3,4,32,16,2,512,4750,2395,87626.65625,ok
13,12,3,4,32,8,4,512,4834,2358,137242.171875,ok
13,12,3,4,32,4,8,512,3266,2032,241330.84375,ok
13,12,3,4,32,2,16,512,1300,1009,,timeout
13,12,3,4,64,32,2,512,4822,2536,,OOM_rank1
13,12,3,4,64,16,4,512,4600,2508,,OOM_rank1
13,12,3,4,64,8,8,512,4412,2488,,OOM_rank1
13,12,3,4,64,4,16,512,1348,1029,,timeout
13,12,3,4,64,2,32,512,1332,1025,,timeout
13,12,4,3,32,16,2,512,4832,2820,87494.5,ok
13,12,4,3,32,8,4,512,4630,2870,137297.234375,ok
13,12,4,3,32,4,8,512,4292,2635,239859.9375,ok
13,12,4,3,32,2,16,512,1686,1283,,timeout
13,12,4,3,64,32,2,512,4788,2840,,OOM_rank1
13,12,4,3,64,16,4,512,4690,2924,,OOM_rank1
13,12,4,3,64,8,8,512,4790,2884,,OOM_rank1
13,12,4,3,64,4,16,512,1734,1285,,timeout
13,12,4,3,64,2,32,512,1718,1314,,timeout
13,12,5,2,32,16,2,512,4830,3126,87639.390625,ok
13,12,5,2,32,8,4,512,4554,3210,137449.5625,ok
13,12,5,2,32,4,8,512,4598,3105,241246.046875,ok
13,12,5,2,32,2,16,512,2072,1561,,timeout
13,12,5,2,64,32,2,512,4856,3220,,OOM_rank1
13,12,5,2,64,16,4,512,4864,3233,,OOM_rank1
13,12,5,2,64,8,8,512,4840,3281,,OOM_rank1
13,12,5,2,64,4,16,512,2120,1559,,timeout
13,12,5,2,64,2,32,512,2104,1575,,timeout
13,12,6,1,32,16,2,512,4854,3406,87649.6953125,ok
13,12,6,1,32,8,4,512,4784,3436,137290.6875,ok
13,12,6,1,32,4,8,512,4764,3571,241875.890625,ok
13,12,6,1,32,2,16,512,2458,1793,,timeout
13,12,6,1,64,32,2,512,4858,3427,,OOM_rank2
13,12,6,1,64,16,4,512,4856,3582,,OOM_rank2
13,12,6,1,64,8,8,512,4856,3788,,OOM_rank1
13,12,6,1,64,4,16,512,2506,1812,,timeout
13,12,6,1,64,2,32,512,2490,1841,,timeout
14,6,6,6,32,16,2,512,4854,3451,97090.9609375,ok
14,6,6,6,32,8,4,512,4784,3456,152085.265625,ok
14,6,6,6,32,4,8,512,4764,3587,266546.65625,ok
14,6,6,6,32,2,16,512,2458,1815,,timeout
14,6,6,6,64,32,2,512,4854,3312,,OOM_rank3
14,6,6,6,64,16,4,512,4784,3453,,OOM_rank3
14,6,6,6,64,8,8,512,4856,3580,,OOM_rank3
14,6,6,6,64,4,16,512,2506,1859,,timeout
14,6,6,6,64,2,32,512,2490,1827,,timeout
14,7,5,6,32,16,2,512,4862,3143,95009.4453125,ok
14,7,5,6,32,8,4,512,4554,3224,148854.515625,ok
14,7,5,6,32,4,8,512,4598,3114,259433.359375,ok
14,7,5,6,32,2,16,512,2072,1558,,timeout
14,7,5,6,64,32,2,512,4810,3020,,OOM_rank3
14,7,5,6,64,16,4,512,4768,3020,,OOM_rank3
14,7,5,6,64,8,8,512,4840,3118,,OOM_rank3
14,7,5,6,64,4,16,512,2120,1592,,timeout
14,7,5,6,64,2,32,512,2104,1561,,timeout
14,7,6,5,32,16,2,512,4854,3428,94926.0390625,ok
14,7,6,5,32,8,4,512,4858,3462,148607.1875,ok
14,7,6,5,32,4,8,512,4764,3584,261334.078125,ok
14,7,6,5,32,2,16,512,2458,1815,,timeout
14,7,6,5,64,32,2,512,4854,3456,,OOM_rank2
14,7,6,5,64,16,4,512,4860,3619,,OOM_rank2
14,7,6,5,64,8,8,512,4856,3798,,OOM_rank2
14,7,6,5,64,4,16,512,2506,1840,,timeout
14,7,6,5,64,2,32,512,2490,1808,,timeout
14,8,4,6,32,16,2,512,4832,2847,92949.671875,ok
14,8,4,6,32,8,4,512,4630,2889,145368.25,ok
14,8,4,6,32,4,8,512,4292,2649,254039.140625,ok
14,8,4,6,32,2,16,512,1686,1282,,timeout
14,8,4,6,64,32,2,512,4788,2647,,OOM_rank3
14,8,4,6,64,16,4,512,4690,2768,,OOM_rank3
14,8,4,6,64,8,8,512,4790,2771,,OOM_rank3
14,8,4,6,64,4,16,512,1734,1328,,timeout
14,8,4,6,64,2,32,512,1718,1322,,timeout
14,8,5,5,32,16,2,512,4830,3129,92747.9765625,ok
14,8,5,5,32,8,4,512,4848,3234,145504.6875,ok
14,8,5,5,32,4,8,512,4598,3108,257186.953125,ok
14,8,5,5,32,2,16,512,2072,1549,,timeout
14,8,5,5,64,32,2,512,4854,3488,,OOM_rank3
14,8,5,5,64,16,4,512,4846,3487,,OOM_rank3
14,8,5,5,64,8,8,512,4858,3587,,OOM_rank3
14,8,5,5,64,4,16,512,2120,1586,,timeout
14,8,5,5,64,2,32,512,2104,1559,,timeout
14,8,6,4,32,16,2,512,4860,3426,93026.5625,ok
14,8,6,4,32,8,4,512,4858,3443,145846.203125,ok
14,8,6,4,32,4,8,512,4764,3575,256198.734375,ok
14,8,6,4,32,2,16,512,2458,1815,,timeout
14,8,6,4,64,32,2,512,4854,3417,,OOM_rank2
14,8,6,4,64,16,4,512,4856,3621,,OOM_rank2
14,8,6,4,64,8,8,512,4856,3778,,OOM_rank2
14,8,6,4,64,4,16,512,2506,1871,,timeout
14,8,6,4,64,2,32,512,2490,1842,,timeout
14,9,3,6,32,16,2,512,4750,2381,90928.75,ok
14,9,3,6,32,8,4,512,4834,2363,142625.4375,ok
14,9,3,6,32,4,8,512,3266,2034,250392.921875,ok
14,9,3,6,32,2,16,512,1300,1031,,timeout
14,9,3,6,64,32,2,512,4844,2284,,OOM_rank3
14,9,3,6,64,16,4,512,4600,2377,,OOM_rank3
14,9,3,6,64,8,8,512,4324,2275,,OOM_rank3
14,9,3,6,64,4,16,512,1348,1039,,timeout
14,9,3,6,64,2,32,512,1332,1031,,timeout
14,9,4,5,32,16,2,512,4832,2852,90897.7109375,ok
14,9,4,5,32,8,4,512,4630,2886,142704.484375,ok
14,9,4,5,32,4,8,512,4292,2648,249873.828125,ok
14,9,4,5,32,2,16,512,1686,1299,,timeout
14,9,4,5,64,32,2,512,4822,3080,,OOM_rank3
14,9,4,5,64,16,4,512,4834,3137,,OOM_rank3
14,9,4,5,64,8,8,512,4790,3172,,OOM_rank3
14,9,4,5,64,4,16,512,1734,1314,,timeout
14,9,4,5,64,2,32,512,1718,1326,,timeout
14,9,5,4,32,16,2,512,4826,3127,90973.34375,ok
14,9,5,4,32,8,4,512,4554,3208,142521.25,ok
14,9,5,4,32,4,8,512,4598,3110,248218.484375,ok
14,9,5,4,32,2,16,512,2072,1546,,timeout
14,9,5,4,64,32,2,512,4864,3624,,OOM_rank2
14,9,5,4,64,16,4,512,4846,3611,,OOM_rank2
14,9,5,4,64,8,8,512,4858,3664,,OOM_rank2
14,9,5,4,64,4,16,512,2120,1567,,timeout
14,9,5,4,64,2,32,512,2104,1570,,timeout
14,9,6,3,32,16,2,512,4854,3404,90955.953125,ok
14,9,6,3,32,8,4,512,4858,3442,142612.59375,ok
14,9,6,3,32,4,8,512,4764,3565,250340.265625,ok
14,9,6,3,32,2,16,512,2458,1818,,timeout
14,9,6,3,64,32,2,512,4854,3437,,OOM_rank2
14,9,6,3,64,16,4,512,4856,3596,,OOM_rank2
14,9,6,3,64,8,8,512,4864,3788,,OOM_rank2
14,9,6,3,64,4,16,512,2506,1821,,timeout
14,9,6,3,64,2,32,512,2490,1839,,timeout
14,10,2,6,32,16,2,512,4650,2059,88941.5078125,ok
14,10,2,6,32,8,4,512,4694,1987,139282.09375,ok
14,10,2,6,32,4,8,512,2240,1414,245488.984375,ok
14,10,2,6,32,2,16,512,914,721,,timeout
14,10,2,6,64,32,2,512,4730,1904,,OOM_rank3
14,10,2,6,64,16,4,512,4758,2024,,OOM_rank3
14,10,2,6,64,8,8,512,3662,1591,,OOM_rank3
14,10,2,6,64,4,16,512,962,751,,timeout
14,10,2,6,64,2,32,512,946,739,,timeout
14,10,3,5,32,16,2,512,4750,2376,88771.78125,ok
14,10,3,5,32,8,4,512,4646,2359,139442.765625,ok
14,10,3,5,32,4,8,512,3266,2032,244965.484375,ok
14,10,3,5,32,2,16,512,1300,1028,,timeout
14,10,3,5,64,32,2,512,4844,2726,,OOM_rank3
14,10,3,5,64,16,4,512,4720,2760,,OOM_rank3
14,10,3,5,64,8,8,512,4424,2751,,OOM_rank3
14,10,3,5,64,4,16,512,1348,1052,,timeout
14,10,3,5,64,2,32,512,1332,1019,,timeout
14,10,4,4,32,16,2,512,4832,2839,88785.8359375,ok
14,10,4,4,32,8,4,512,4630,2859,139268.8125,ok
14,10,4,4,32,4,8,512,4292,2647,245694.375,ok
14,10,4,4,32,2,16,512,1686,1294,,timeout
14,10,4,4,64,32,2,512,4788,3326,,OOM_rank1
14,10,4,4,64,16,4,512,4856,3364,,OOM_rank1
14,10,4,4,64,8,8,512,4790,3360,,OOM_rank1
14,10,4,4,64,4,16,512,1734,1304,,timeout
14,10,4,4,64,2,32,512,1718,1299,,timeout
14,10,5,3,32,16,2,512,4826,3103,89630.8515625,ok
14,10,5,3,32,8,4,512,4554,3197,139512.375,ok
14,10,5,3,32,4,8,512,4598,3106,244416.09375,ok
14,10,5,3,32,2,16,512,2072,1576,,timeout
14,10,5,3,64,32,2,512,4864,3619,,OOM_rank2
14,10,5,3,64,16,4,512,4846,3581,,OOM_rank2
14,10,5,3,64,8,8,512,4858,3655,,OOM_rank2
14,10,5,3,64,4,16,512,2120,1581,,timeout
14,10,5,3,64,2,32,512,2104,1591,,timeout
14,10,6,2,32,16,2,512,4854,3391,88827.28125,ok
14,10,6,2,32,8,4,512,4784,3436,139406.875,ok
14,10,6,2,32,4,8,512,4764,3572,245655.96875,ok
14,10,6,2,32,2,16,512,2458,1807,,timeout
14,10,6,2,64,32,2,512,4854,3433,,OOM_rank2
14,10,6,2,64,16,4,512,4856,3592,,OOM_rank2
14,10,6,2,64,8,8,512,4856,3763,,OOM_rank2
14,10,6,2,64,4,16,512,2506,1855,,timeout
14,10,6,2,64,2,32,512,2490,1844,,timeout
14,11,1,6,32,16,2,512,4724,1607,86854.78125,ok
14,11,1,6,32,8,4,512,3182,1303,136238.421875,ok
14,11,1,6,32,4,8,512,1214,795,239479.4375,ok
14,11,1,6,32,2,16,512,528,422,,timeout
14,11,1,6,64,32,2,512,4780,1542,,OOM_rank3
14,11,1,6,64,16,4,512,4208,1407,,OOM_rank3
14,11,1,6,64,8,8,512,1944,890,,OOM_rank3
14,11,1,6,64,4,16,512,576,445,,timeout
14,11,1,6,64,2,32,512,560,436,,timeout
14,11,2,5,32,16,2,512,4650,2031,86761.640625,ok
14,11,2,5,32,8,4,512,4694,1985,136249.78125,ok
14,11,2,5,32,4,8,512,2240,1413,239578.875,ok
14,11,2,5,32,2,16,512,914,729,,timeout
14,11,2,5,64,32,2,512,4730,2362,,OOM_rank1
14,11,2,5,64,16,4,512,4802,2429,,OOM_rank1
14,11,2,5,64,8,8,512,4476,2272,,OOM_rank1
14,11,2,5,64,4,16,512,962,744,,timeout
14,11,2,5,64,2,32,512,946,744,,timeout
14,11,3,4,32,16,2,512,4750,2387,86763.1953125,ok
14,11,3,4,32,8,4,512,4646,2354,136074.3125,ok
14,11,3,4,32,4,8,512,3266,2032,239455.53125,ok
14,11,3,4,32,2,16,512,1300,1018,,timeout
14,11,3,4,64,32,2,512,4844,2704,,OOM_rank1
14,11,3,4,64,16,4,512,4720,2767,,OOM_rank1
14,11,3,4,64,8,8,512,4676,2750,,OOM_rank1
14,11,3,4,64,4,16,512,1348,1049,,timeout
14,11,3,4,64,2,32,512,1332,1044,,timeout
14,11,4,3,32,16,2,512,4832,2823,86588.390625,ok
14,11,4,3,32,8,4,512,4802,2859,136183.0625,ok
14,11,4,3,32,4,8,512,4292,2644,239311.78125,ok
14,11,4,3,32,2,16,512,1686,1282,,timeout
14,11,4,3,64,32,2,512,4788,3065,,OOM_rank1
14,11,4,3,64,16,4,512,4820,3111,,OOM_rank1
14,11,4,3,64,8,8,512,4790,3148,,OOM_rank1
14,11,4,3,64,4,16,512,1734,1315,,timeout
14,11,4,3,64,2,32,512,1718,1313,,timeout
14,11,5,2,32,16,2,512,4826,3101,86733.03125,ok
14,11,5,2,32,8,4,512,4554,3188,136295.03125,ok
14,11,5,2,32,4,8,512,4598,3090,239145.125,ok
14,11,5,2,32,2,16,512,2072,1545,,timeout
14,11,5,2,64,32,2,512,4854,3460,,OOM_rank1
14,11,5,2,64,16,4,512,4848,3459,,OOM_rank1
14,11,5,2,64,8,8,512,4858,3564,,OOM_rank1
14,11,5,2,64,4,16,512,2120,1581,,timeout
14,11,5,2,64,2,32,512,2104,1588,,timeout
14,11,6,1,32,16,2,512,4854,3381,86811.5625,ok
14,11,6,1,32,8,4,512,4858,3414,136327.625,ok
14,11,6,1,32,4,8,512,4808,3564,239774.5625,ok
14,11,6,1,32,2,16,512,2458,1832,,timeout
14,11,6,1,64,32,2,512,4854,3416,,OOM_rank2
14,11,6,1,64,16,4,512,4856,3580,,OOM_rank2
14,11,6,1,64,8,8,512,4856,3768,,OOM_rank2
14,11,6,1,64,4,16,512,2506,1864,,timeout
14,11,6,1,64,2,32,512,2490,1833,,timeout
14,12,1,5,32,16,2,512,4724,1602,84685.484375,ok
14,12,1,5,32,8,4,512,3182,1319,132993.375,ok
14,12,1,5,32,4,8,512,1214,792,233991.546875,ok
14,12,1,5,32,2,16,512,528,427,,timeout
14,12,1,5,64,32,2,512,4780,1732,,OOM_rank1
14,12,1,5,64,16,4,512,4666,1600,,OOM_rank1
14,12,1,5,64,8,8,512,2374,1108,,OOM_rank1
14,12,1,5,64,4,16,512,576,464,,timeout
14,12,1,5,64,2,32,512,560,442,,timeout
14,12,2,4,32,16,2,512,4650,1990,84829.1796875,ok
14,12,2,4,32,8,4,512,4694,1901,133105.421875,ok
14,12,2,4,32,4,8,512,2240,1410,235430.9375,ok
14,12,2,4,32,2,16,512,914,728,,timeout
14,12,2,4,64,32,2,512,4730,2161,,OOM_rank1
14,12,2,4,64,16,4,512,4802,2237,,OOM_rank1
14,12,2,4,64,8,8,512,4476,2015,,OOM_rank1
14,12,2,4,64,4,16,512,962,733,,timeout
14,12,2,4,64,2,32,512,946,751,,timeout
14,12,3,3,32,16,2,512,4750,2368,84794.1796875,ok
14,12,3,3,32,8,4,512,4834,2338,133035.390625,ok
14,12,3,3,32,4,8,512,3266,2032,234339.0625,ok
14,12,3,3,32,2,16,512,1300,1031,,timeout
14,12,3,3,64,32,2,512,4844,2516,,OOM_rank1
14,12,3,3,64,16,4,512,4688,2506,,OOM_rank1
14,12,3,3,64,8,8,512,4428,2474,,OOM_rank1
14,12,3,3,64,4,16,512,1348,1039,,timeout
14,12,3,3,64,2,32,512,1332,1033,,timeout
14,12,4,2,32,16,2,512,4832,2816,84749.375,ok
14,12,4,2,32,8,4,512,4630,2861,133344.53125,ok
14,12,4,2,32,4,8,512,4292,2637,234388.359375,ok
14,12,4,2,32,2,16,512,1686,1283,,timeout
14,12,4,2,64,32,2,512,4808,2825,,OOM_rank1
14,12,4,2,64,16,4,512,4690,2908,,OOM_rank1
14,12,4,2,64,8,8,512,4790,2854,,OOM_rank1
14,12,4,2,64,4,16,512,1734,1319,,timeout
14,12,4,2,64,2,32,512,1718,1296,,timeout
14,12,5,1,32,16,2,512,4826,3101,84778.9296875,ok
14,12,5,1,32,8,4,512,4554,3189,133459.453125,ok
14,12,5,1,32,4,8,512,4598,3091,233813.046875,ok
14,12,5,1,32,2,16,512,2072,1545,,timeout
14,12,5,1,64,32,2,512,4862,3173,,OOM_rank1
14,12,5,1,64,16,4,512,4840,3195,,OOM_rank1
14,12,5,1,64,8,8,512,4570,3255,,OOM_rank1
14,12,5,1,64,4,16,512,2120,1597,,timeout
14,12,5,1,64,2,32,512,2104,1572,,timeout
15,5,6,6,32,16,2,512,4854,3438,96451.84375,ok
15,5,6,6,32,8,4,512,4858,3449,150792.96875,ok
15,5,6,6,32,4,8,512,4764,3582,264268.375,ok
15,5,6,6,32,2,16,512,2458,1833,,timeout
15,5,6,6,64,32,2,512,4854,3299,,OOM_rank3
15,5,6,6,64,16,4,512,4840,3438,,OOM_rank3
15,5,6,6,64,8,8,512,4856,3571,,OOM_rank3
15,5,6,6,64,4,16,512,2506,1868,,timeout
15,5,6,6,64,2,32,512,2490,1860,,timeout
15,6,5,6,32,16,2,512,4830,3137,94314.2109375,ok
15,6,5,6,32,8,4,512,4554,3216,147695.1875,ok
15,6,5,6,32,4,8,512,4598,3107,258844.65625,ok
15,6,5,6,32,2,16,512,2072,1586,,timeout
15,6,5,6,64,32,2,512,4810,2992,,OOM_rank3
15,6,5,6,64,16,4,512,4556,3008,,OOM_rank3
15,6,5,6,64,8,8,512,4638,3096,,OOM_rank3
15,6,5,6,64,4,16,512,2120,1581,,timeout
15,6,5,6,64,2,32,512,2104,1574,,timeout
15,6,6,5,32,16,2,512,4854,3420,94270.015625,ok
15,6,6,5,32,8,4,512,4858,3439,147731.921875,ok
15,6,6,5,32,4,8,512,4764,3573,259347.578125,ok
15,6,6,5,32,2,16,512,2458,1816,,timeout
15,6,6,5,64,32,2,512,4854,3428,,OOM_rank2
15,6,6,5,64,16,4,512,4856,3600,,OOM_rank2
15,6,6,5,64,8,8,512,4856,3776,,OOM_rank2
15,6,6,5,64,4,16,512,2506,1858,,timeout
15,6,6,5,64,2,32,512,2490,1852,,timeout
15,7,4,6,32,16,2,512,4832,2837,92210.03125,ok
15,7,4,6,32,8,4,512,4630,2883,144434.390625,ok
15,7,4,6,32,4,8,512,4292,2646,253566.171875,ok
15,7,4,6,32,2,16,512,1686,1325,,timeout
15,7,4,6,64,32,2,512,4854,2639,,OOM_rank3
15,7,4,6,64,16,4,512,4690,2760,,OOM_rank3
15,7,4,6,64,8,8,512,4790,2760,,OOM_rank3
15,7,4,6,64,4,16,512,1734,1321,,timeout
15,7,4,6,64,2,32,512,1718,1320,,timeout
15,7,5,5,32,16,2,512,4826,3125,92117.0546875,ok
15,7,5,5,32,8,4,512,4554,3212,144306.234375,ok
15,7,5,5,32,4,8,512,4598,3110,253301.375,ok
15,7,5,5,32,2,16,512,2072,1596,,timeout
15,7,5,5,64,32,2,512,4854,3450,,OOM_rank3
15,7,5,5,64,16,4,512,4848,3468,,OOM_rank3
15,7,5,5,64,8,8,512,4858,3579,,OOM_rank3
15,7,5,5,64,4,16,512,2120,1603,,timeout
15,7,5,5,64,2,32,512,2104,1605,,timeout
15,7,6,4,32,16,2,512,4854,3419,92940.71875,ok
15,7,6,4,32,8,4,512,4858,3442,145541.140625,ok
15,7,6,4,32,4,8,512,4764,3572,255082.4375,ok
15,7,6,4,32,2,16,512,2458,1850,,timeout
15,7,6,4,64,32,2,512,4862,3416,,OOM_rank2
15,7,6,4,64,16,4,512,4856,3589,,OOM_rank2
15,7,6,4,64,8,8,512,4856,3779,,OOM_rank2
15,7,6,4,64,4,16,512,2506,1851,,timeout
15,7,6,4,64,2,32,512,2490,1847,,timeout
15,8,3,6,32,16,2,512,4750,2368,90054.4296875,ok
15,8,3,6,32,8,4,512,4646,2354,141141.421875,ok
15,8,3,6,32,4,8,512,3266,2032,248179.921875,ok
15,8,3,6,32,2,16,512,1300,1021,,timeout
15,8,3,6,64,32,2,512,4844,2265,,OOM_rank3
15,8,3,6,64,16,4,512,4600,2344,,OOM_rank3
15,8,3,6,64,8,8,512,4324,2262,,OOM_rank3
15,8,3,6,64,4,16,512,1348,1060,,timeout
15,8,3,6,64,2,32,512,1332,1040,,timeout
15,8,4,5,32,16,2,512,4832,2784,89893.203125,ok
15,8,4,5,32,8,4,512,4630,2861,140990.84375,ok
15,8,4,5,32,4,8,512,4292,2643,247896.28125,ok
15,8,4,5,32,2,16,512,1686,1306,,timeout
15,8,4,5,64,32,2,512,4788,3075,,OOM_rank3
15,8,4,5,64,16,4,512,4820,3134,,OOM_rank3
15,8,4,5,64,8,8,512,4790,3156,,OOM_rank3
15,8,4,5,64,4,16,512,1734,1330,,timeout
15,8,4,5,64,2,32,512,1718,1323,,timeout
15,8,5,4,32,16,2,512,4826,3108,89906.53125,ok
15,8,5,4,32,8,4,512,4554,3192,141294.59375,ok
15,8,5,4,32,4,8,512,4598,3101,248942.671875,ok
15,8,5,4,32,2,16,512,2072,1594,,timeout
15,8,5,4,64,32,2,512,4864,3598,,OOM_rank2
15,8,5,4,64,16,4,512,4848,3592,,OOM_rank2
15,8,5,4,64,8,8,512,4858,3658,,OOM_rank2
15,8,5,4,64,4,16,512,2120,1617,,timeout
15,8,5,4,64,2,32,512,2104,1589,,timeout
15,8,6,3,32,16,2,512,4854,3400,90088.375,ok
15,8,6,3,32,8,4,512,4784,3410,140906.34375,ok
15,8,6,3,32,4,8,512,4764,3561,245625.03125,ok
15,8,6,3,32,2,16,512,2458,1828,,timeout
15,8,6,3,64,32,2,512,4854,3399,,OOM_rank2
15,8,6,3,64,16,4,512,4856,3585,,OOM_rank2
15,8,6,3,64,8,8,512,4860,3764,,OOM_rank2
15,8,6,3,64,4,16,512,2506,1847,,timeout
15,8,6,3,64,2,32,512,2490,1843,,timeout
15,9,2,6,32,16,2,512,4650,2028,88092.296875,ok
15,9,2,6,32,8,4,512,4694,1972,138406.390625,ok
15,9,2,6,32,4,8,512,2240,1409,242355.984375,ok
15,9,2,6,32,2,16,512,914,734,,timeout
15,9,2,6,64,32,2,512,4828,1903,,OOM_rank3
15,9,2,6,64,16,4,512,4758,2010,,OOM_rank3
15,9,2,6,64,8,8,512,3662,1586,,OOM_rank3
15,9,2,6,64,4,16,512,962,752,,timeout
15,9,2,6,64,2,32,512,946,757,,timeout
15,9,3,5,32,16,2,512,4750,2361,88021.2578125,ok
15,9,3,5,32,8,4,512,4834,2346,138354.359375,ok
15,9,3,5,32,4,8,512,3266,2027,242682.328125,ok
15,9,3,5,32,2,16,512,1300,1028,,timeout
15,9,3,5,64,32,2,512,4822,2721,,OOM_rank3
15,9,3,5,64,16,4,512,4720,2754,,OOM_rank3
15,9,3,5,64,8,8,512,4424,2739,,OOM_rank3
15,9,3,5,64,4,16,512,1348,1050,,timeout
15,9,3,5,64,2,32,512,1332,1041,,timeout
15,9,4,4,32,16,2,512,4832,2810,87883.7421875,ok
15,9,4,4,32,8,4,512,4630,2849,138031.46875,ok
15,9,4,4,32,4,8,512,4292,2640,242963.3125,ok
15,9,4,4,32,2,16,512,1686,1309,,timeout
15,9,4,4,64,32,2,512,4824,3327,132112.796875,ok
15,9,4,4,64,16,4,512,4806,3395,176175.65625,ok
15,9,4,4,64,8,8,512,4790,3410,274551.78125,ok
15,9,4,4,64,4,16,512,1734,1327,,timeout
15,9,4,4,64,2,32,512,1718,1320,,timeout
15,9,5,3,32,16,2,512,4826,3083,87927.296875,ok
15,9,5,3,32,8,4,512,4554,3190,139005.34375,ok
15,9,5,3,32,4,8,512,4598,3094,242877.53125,ok
15,9,5,3,32,2,16,512,2072,1595,,timeout
15,9,5,3,64,32,2,512,4864,3588,,OOM_rank2
15,9,5,3,64,16,4,512,4848,3586,,OOM_rank2
15,9,5,3,64,8,8,512,4858,3649,,OOM_rank2
15,9,5,3,64,4,16,512,2120,1612,,timeout
15,9,5,3,64,2,32,512,2104,1601,,timeout
15,9,6,2,32,16,2,512,4854,3384,88839.4921875,ok
15,9,6,2,32,8,4,512,4858,3419,139790.484375,ok
15,9,6,2,32,4,8,512,4844,3549,243681.421875,ok
15,9,6,2,32,2,16,512,2458,1858,,timeout
15,9,6,2,64,32,2,512,4854,3387,,OOM_rank2
15,9,6,2,64,16,4,512,4856,3557,,OOM_rank2
15,9,6,2,64,8,8,512,4856,3753,,OOM_rank2
15,9,6,2,64,4,16,512,2506,1859,,timeout
15,9,6,2,64,2,32,512,2490,1851,,timeout
15,10,1,6,32,16,2,512,4724,1595,86266.140625,ok
15,10,1,6,32,8,4,512,3182,1311,135101.53125,ok
15,10,1,6,32,4,8,512,1214,793,237747.140625,ok
15,10,1,6,32,2,16,512,528,434,,timeout
15,10,1,6,64,32,2,512,4780,1509,,OOM_rank3
15,10,1,6,64,16,4,512,4208,1393,,OOM_rank3
15,10,1,6,64,8,8,512,1944,879,,OOM_rank3
15,10,1,6,64,4,16,512,576,453,,timeout
15,10,1,6,64,2,32,512,560,440,,timeout
15,10,2,5,32,16,2,512,4650,2005,85977.2109375,ok
15,10,2,5,32,8,4,512,4694,1962,135323.640625,ok
15,10,2,5,32,4,8,512,2240,1408,239111.640625,ok
15,10,2,5,32,2,16,512,914,727,,timeout
15,10,2,5,64,32,2,512,4828,2332,,OOM_rank3
15,10,2,5,64,16,4,512,4802,2412,,OOM_rank3
15,10,2,5,64,8,8,512,4476,2249,,OOM_rank3
15,10,2,5,64,4,16,512,962,759,,timeout
15,10,2,5,64,2,32,512,946,756,,timeout
15,10,3,4,32,16,2,512,4750,2364,86475.65625,ok
15,10,3,4,32,8,4,512,4814,2337,135377.90625,ok
15,10,3,4,32,4,8,512,3266,2020,238033.375,ok
15,10,3,4,32,2,16,512,1300,1035,,timeout
15,10,3,4,64,32,2,512,4844,2931,,OOM_rank1
15,10,3,4,64,16,4,512,4720,2944,,OOM_rank1
15,10,3,4,64,8,8,512,4424,2804,,OOM_rank1
15,10,3,4,64,4,16,512,1348,1049,,timeout
15,10,3,4,64,2,32,512,1332,1050,,timeout
15,10,4,3,32,16,2,512,4832,2794,86082.4140625,ok
15,10,4,3,32,8,4,512,4630,2848,135176.328125,ok
15,10,4,3,32,4,8,512,4292,2630,238104.765625,ok
15,10,4,3,32,2,16,512,1686,1298,,timeout
15,10,4,3,64,32,2,512,4788,3291,,OOM_rank1
15,10,4,3,64,16,4,512,4820,3351,,OOM_rank1
15,10,4,3,64,8,8,512,4790,3334,,OOM_rank1
15,10,4,3,64,4,16,512,1734,1314,,timeout
15,10,4,3,64,2,32,512,1718,1337,,timeout
15,10,5,2,32,16,2,512,4830,3094,85953.0703125,ok
15,10,5,2,32,8,4,512,4554,3188,135451.03125,ok
15,10,5,2,32,4,8,512,4598,3089,236629.328125,ok
15,10,5,2,32,2,16,512,2072,1560,,timeout
15,10,5,2,64,32,2,512,4864,3571,,OOM_rank2
15,10,5,2,64,16,4,512,4848,3566,,OOM_rank2
15,10,5,2,64,8,8,512,4858,3637,,OOM_rank2
15,10,5,2,64,4,16,512,2120,1596,,timeout
15,10,5,2,64,2,32,512,2104,1597,,timeout
15,10,6,1,32,16,2,512,4854,3391,86073.4921875,ok
15,10,6,1,32,8,4,512,4784,3411,134681.46875,ok
15,10,6,1,32,4,8,512,4782,3555,237175.21875,ok
15,10,6,1,32,2,16,512,2458,1835,,timeout
15,10,6,1,64,32,2,512,4854,3374,,OOM_rank2
15,10,6,1,64,16,4,512,4864,3567,,OOM_rank2
15,10,6,1,64,8,8,512,4856,3742,,OOM_rank2
15,10,6,1,64,4,16,512,2506,1835,,timeout
15,10,6,1,64,2,32,512,2490,1853,,timeout
